지번주소,도로명주소,사업장명,위도_user,경도_user,전처리완_전화번호
서울특별시 은평구 대조동 185-36 1층,"서울특별시 은평구 연서로 230, 1층 (대조동)",연신내약국,37.6185426,126.9207866,02-389-9288
서울특별시 서초구 서초동 1335,"서울특별시 서초구 효령로 403, 204호 (서초동)",서초자이약국,37.4890871,127.0261778,6447-9879
서울특별시 금천구 독산동 289-11,서울특별시 금천구 두산로 83 (독산동),시온약국,37.4698841,126.8972269,02-866-3480
서울특별시 강북구 수유동 230-13 덕산빌딩,"서울특별시 강북구 도봉로 317, 덕산빌딩 2층 (수유동)",조은약국,37.636845,127.0238889,02-908-0101
서울특별시 성동구 성수동1가 656-1028,"서울특별시 성동구 뚝섬로1길 53-1, 1층 (성수동1가)",셀메드스카이약국,37.5460191,127.0474748,02-467-0301
서울특별시 중랑구 면목동 176-131 대원빌딩,"서울특별시 중랑구 동일로 641, 대원빌딩 1층 (면목동)",더나은약국,37.5876938,127.0796758,02-6462-1335
서울특별시 영등포구 여의도동 25-15,"서울특별시 영등포구 여의나루로 61, 지하2층 (여의도동)",다모약국,37.52323310000001,126.92601,02-784-7778
서울특별시 성동구 옥수동 563번지,"서울특별시 성동구 매봉길 48, 106호 (옥수동)",옥수이화약국,37.5466973,127.0140791,02-2297-2123
서울특별시 영등포구 당산동6가 227번지 1호 당산역,"서울특별시 영등포구 양평로 지하 40, 당산역 지하1층 (당산동6가)",헤르바당산역약국,37.5340278,126.9019901,
서울특별시 양천구 신월동 79번지 22호,서울특별시 양천구 화곡로4길 21 (신월동),연세약국,37.5376518,126.8282716,02-2695-0933
서울특별시 송파구 잠실동 218번지 6호 103호,"서울특별시 송파구 올림픽로12길 34 (잠실동, 103호)",신화약국,37.5086117,127.0833366,02-2202-2468
서울특별시 중랑구 상봉동 501 상봉 듀오트리스,"서울특별시 중랑구 상봉로 131, 1층 (상봉동, 상봉 듀오트리스)",씨엘약국,37.5974113,127.0922685,02-434-9888
서울특별시 관악구 봉천동 857-5,"서울특별시 관악구 관악로 174, 102호 (봉천동)",애프터팜 윤약국,37.4806412,126.9529295,
서울특별시 강남구 신사동 580 아세아빌딩,"서울특별시 강남구 압구정로 164, 1층 1호 (신사동)",신사드림약국,37.5265158,127.0276751,
,"서울특별시 구로구 경인로47길 126, 1층 (고척동)",고척시장약국,37.5042226,126.8635655,02-2681-3535
서울특별시 서초구 양재동 11-2 금정빌딩,"서울특별시 서초구 남부순환로 2606, 금정빌딩 202호 (양재동)",이안약국,37.4844656,127.0357077,02-6242-0220
서울특별시 관악구 봉천동 1000번지 현대상가,"서울특별시 관악구 관악로40길 47, 현대상가 1동 1층 5호 (봉천동)",광장약국,37.4922659,126.9584734,070-7744-6763
서울특별시 관악구 봉천동 1634번지 9호,서울특별시 관악구 봉천로 616 (봉천동),새태평양온누리약국,37.4754339,126.9654492,02-3481-1079
서울특별시 송파구 가락동 96번지 신정빌딩,"서울특별시 송파구 송파대로 288, 신정빌딩 1층 (가락동)",유창온누리약국,37.4967403,127.1201799,02-400-7585
서울특별시 강남구 도곡동 924-2,"서울특별시 강남구 남부순환로363길 17, 1층 (도곡동)",소화약국,37.486376,127.0377377,02-3463-1500
서울특별시 서초구 방배동 1715 이수파이브 1층,"서울특별시 서초구 서초대로 2, 이수파이브 1층 (방배동)",이수참약국,37.4850925,126.9827076,02-525-2455
서울특별시 동대문구 장안동 295-6,"서울특별시 동대문구 답십리로 267, 303호 (장안동)",체리약국,37.5727205,127.0700928,02-3394-9401
서울특별시 은평구 수색동 341-6 DMCSK뷰 상가 2동 107호,"서울특별시 은평구 수색로 322, DMCSK뷰 상가 2동 B5층 107호 (수색동)",초록빛약국,37.5842799,126.8925933,02-6382-1500
,"서울특별시 금천구 시흥대로73길 67, 엠메디컬타워 116호 (시흥동)",금천중앙약국,37.4560156,126.8958859,070-4035-9167
서울특별시 관악구 봉천동 940번지 11호 1층,"서울특별시 관악구 은천로 37, 1층 (봉천동)",백두산약국,37.4863574,126.9396096,02-883-8961
서울특별시 강동구 천호동 425-3 천호역 한강 푸르지오시티,"서울특별시 강동구 구천면로 192, 110호 (천호동)",소리약국,37.5422287,127.1370514,02-474-1964
서울특별시 송파구 거여동 604-4,"서울특별시 송파구 위례서로 234, 212호 (거여동)",위례탑약국,37.4931418,127.1505847,02-449-7843
서울특별시 금천구 독산동 1023-1 서래타운,"서울특별시 금천구 독산로 233, 102동 101호 (독산동, 서래타운)",휴베이스정성약국,37.46223579999999,126.9041309,02-6264-0715
서울특별시 은평구 녹번동 250 101호,"서울특별시 은평구 은평로 227, 101호 (녹번동)",참약사우리약국,37.6012991,126.9330348,02-6237-0311
서울특별시 강남구 역삼동 820-9 GLASS TOWER,"서울특별시 강남구 강남대로 406, GLASS TOWER 1층 (역삼동)",강남센트럴약국,37.4990329,127.0276653,
서울특별시 노원구 공릉동 408-6,"서울특별시 노원구 공릉로43길 1, 104호 (공릉동)",도담약국,37.6260483,127.0793425,02-979-0903
서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 116호 (방학동)",봄약국,37.665989,127.039078,02-955-2486
서울특별시 양천구 신월동 559-2,"서울특별시 양천구 남부순환로 603, 1층 (신월동)",우리동네맘약국,37.5152106,126.8406704,
서울특별시 강동구 암사동 414-18 강동롯데캐슬퍼스트아파트,"서울특별시 강동구 고덕로 133, 강동롯데캐슬퍼스트아파트  상가 지하1층 1039호 (암사동)",진한약국,37.5566495,127.140649,02-426-9705
,서울특별시 영등포구 양평로 20(당산동6가),당산봄약국,37.5330963,126.9040966,02-3667-4598
서울특별시 강남구 세곡동 422-20,"서울특별시 강남구 헌릉로571길 56-1, 101호 (세곡동)",동의보감한약국,37.4676634,127.0987517,02-407-5678
서울특별시 강남구 신사동 537-4,"서울특별시 강남구 강남대로152길 46, 1층 (신사동)",세로수길약국,37.5181832,127.022992,02-518-1374
서울특별시 강서구 마곡동 727-1496 발산역(5호선),"서울특별시 강서구 공항대로 지하267, 발산역(5호선) 515-106호 (마곡동)",가고싶은이화사랑약국,37.55868299999999,126.837595,
서울특별시 광진구 화양동 48-14 삼영빌딩,"서울특별시 광진구 아차산로 219, 삼영빌딩 1층 (화양동)",세계로온누리약국,37.5411488,127.0679331,02-466-0253
서울특별시 강동구 길동 378번지 11호,서울특별시 강동구 양재대로 1479 (길동),시민당약국,37.5380798,127.1398024,02-476-8100
서울특별시 동대문구 이문동 305-2,"서울특별시 동대문구 휘경로 13, 102호 (이문동)",온율약국,37.5960214,127.0617425,02-966-5611
서울특별시 강남구 역삼동 765-25 다른빌딩,"서울특별시 강남구 도곡로 323, 다른빌딩 1층 (역삼동)",한티역약국,37.4960774,127.0513435,02-3453-9982
서울특별시 강남구 역삼동 719-24 역삼역센트럴푸르지오,"서울특별시 강남구 언주로85길 32, 역삼역센트럴푸르지오 지하1층 B106호 (역삼동)",역삼우주약국,37.500858,127.0405881,
서울특별시 동작구 사당동 1031-27 양지빌딩,"서울특별시 동작구 동작대로 21, 양지빌딩 지하층 102호 (사당동)",좋은약국,37.4784921,126.9813507,02-523-3045
서울특별시 구로구 온수동 47-1 1층,"서울특별시 구로구 경인로 31-28, 1층 (온수동)",준약국,37.4914183,126.824988,02-803-3602
서울특별시 강남구 청담동 100-4 이유덕 부티크,"서울특별시 강남구 압구정로 443, 이유덕 부티크 지하1층 (청담동)",웰니스약국,37.5267287,127.0459412,02-543-3953
서울특별시 광진구 중곡동 123번지 1호,서울특별시 광진구 용마산로 45 (중곡동),중곡메디칼약국,37.5575666,127.0876948,444-2377
서울특별시 강남구 도곡동 467-24 우성캐릭터199,"서울특별시 강남구 언주로 118, 1층 128호 (도곡동, 우성캐릭터199)",퍼스널케어약국,37.4873683,127.0409769,
,"서울특별시 양천구 목동중앙로 71, 2층 (목동)",햇살온누리약국,37.5360491,126.870158,02-2653-3698
서울특별시 마포구 상암동 115-1 101호,"서울특별시 마포구 월드컵북로 352, 101호 (상암동)",위(we)우리약국,37.5769442,126.893182,
서울특별시 강남구 신사동 585-5,"서울특별시 강남구 논현로155길 6, 106호 (신사동)",마리약국,37.5221215,127.0276343,070-8950-8548
서울특별시 강동구 천호동 30-5 장수빌딩,"서울특별시 강동구 양재대로 1601, 장수빌딩 1층 (천호동)",온정약국,37.5485632,127.1433151,02-489-2282
서울특별시 마포구 상암동 1740 월드컵파크 프라자 2층 209호,"서울특별시 마포구 월드컵북로 502, 월드컵파크 프라자 2층 209호 (상암동)",영광약국,37.5850656,126.8798188,02-6351-6830
서울특별시 강남구 청담동 132 풍양빌딩,"서울특별시 강남구 영동대로 722, 풍양빌딩 1층 101호 (청담동)",청원약국,37.5282635,127.0462843,02-2135-9516
서울특별시 송파구 신천동 20-6 파크리오,"서울특별시 송파구 올림픽로35길 10, 파크리오 B동 201호 (신천동)",드림약국,37.5202793,127.1131592,02-423-2771
서울특별시 양천구 신월동 166번지 1호,서울특별시 양천구 남부순환로40길 7 (신월동),다올약국,37.534899,126.8281949,02-2601-0033
서울특별시 중랑구 묵동 174-4 구산빌딩,"서울특별시 중랑구 공릉로2길 7, 구산빌딩 (묵동)",혜령약국,37.6121977,127.0782918,02-973-2225
서울특별시 은평구 진관동 100번지 은평헤스티아,"서울특별시 은평구 통일로 1030, 은평헤스티아 1층 111,112호 (진관동)",신바오로약국,37.6337404,126.9178434,02-962-1356
서울특별시 관악구 남현동 1061번지 18호 르메이에르강남타운2,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 3층 (남현동)",사당미소약국,37.4743653,126.9813927,02-586-8009
서울특별시 강남구 일원동 715번지 1호 신영프라자 109호,"서울특별시 강남구 일원로 95, 109호 (일원동, 신영프라자)",삼성정문약국,37.4857439,127.0835108,3412-4416
서울특별시 서초구 양재동 11-17 한솔로이젠트,"서울특별시 서초구 남부순환로 2614, 311호 (양재동, 한솔로이젠트)",다인약국,37.4844752,127.0366578,02-571-1317
서울특별시 용산구 효창동 288 한빛빌딩,"서울특별시 용산구 효창원로93길 9, 한빛빌딩 2층 201호 (효창동)",호정약국,37.5483479,126.9628296,02-712-1276
서울특별시 강동구 천호동 429-2 삼영빌딩,"서울특별시 강동구 올림픽로 654, 삼영빌딩 1층 (천호동)",천호바로약국,37.53989000000001,127.1241603,02-470-1585
서울특별시 서초구 신원동 445-4,"서울특별시 서초구 본마을길 31, 1층 102호 (신원동)",범서약국,37.454345,127.0535692,02-6014-7575
서울특별시 동대문구 장안동 372번지 1호,서울특별시 동대문구 장한로 115 (장안동),보림약국,37.5709469,127.0705009,02-2248-2082
서울특별시 강서구 마곡동 793-8 마곡하이마루,"서울특별시 강서구 강서로 399, 마곡하이마루 210호 (마곡동)",마루약국,37.5612971,126.838677,02-3663-3563
서울특별시 성북구 동소문동6가 147번지 산맥프라자,"서울특별시 성북구 아리랑로 9, 산맥프라자 2층 202호 (동소문동6가)",하얀약국,37.5946414,127.0153012,02-921-9131
서울특별시 강동구 천호동 158-3,"서울특별시 강동구 성안로 149, 1층 (천호동)",한림약국,37.5366287,127.1347193,02-486-9743
서울특별시 강동구 암사동 414번지 18호 강동롯데캐슬퍼스트아파트 상가동 511호,"서울특별시 강동구 고덕로 133, 상가동 511호 (암사동, 강동롯데캐슬퍼스트아파트)",암사조은온누리약국,37.557252,127.144519,426-3666
서울특별시 구로구 구로동 83-3,"서울특별시 구로구 가마산로 246, 1층 (구로동)",온누리좋은약국,37.49175640000001,126.8838208,02-857-1621
서울특별시 노원구 상계동 649번지 3호,서울특별시 노원구 동일로 1548 (상계동),21세기상계약국,37.6666733,127.0576485,937-2288
서울특별시 중구 신당동 295-27 신흥빌딩,"서울특별시 중구 다산로 185, 신흥빌딩 102호 (신당동)",우리약국,37.56016460000001,127.0134006,02-2232-9110
서울특별시 종로구 종로5가 231-1,"서울특별시 종로구 종로 244-1, 1층 (종로5가)",종로삼성약국,37.570774,127.0049293,02-2285-5631
서울특별시 동작구 대방동 23번지 117호 엘리시아빌딩,"서울특별시 동작구 등용로 115, 101호 (대방동, 엘리시아빌딩)",행복약국,37.5114134,126.9317435,02-822-9095
서울특별시 강남구 일원동 715번지 1호 107호,"서울특별시 강남구 일원로 95, 107호 (일원동)",삼성강남약국,37.4857439,127.0835108,02-6959-0293
서울특별시 강남구 삼성동 154-11 M TOWER,"서울특별시 강남구 테헤란로87길 29, M TOWER 1층 일부호 (삼성동)",이도건강약국,37.5096735,127.0579536,02-564-3333
서울특별시 관악구 신림동 608-38,"서울특별시 관악구 난우길 14, 1층 (신림동)",뿌리약국,37.4743262,126.9188401,02-864-2395
,서울특별시 관악구 남부순환로 1733(봉천동),해솔약국,37.4825912,126.9427599,02-2625-0026
서울특별시 광진구 자양동 581-1 아주빌딩,"서울특별시 광진구 뚝섬로 590, 아주빌딩 1층 (자양동)",튼튼약국,37.5331067,127.0752992,02-456-1139
서울특별시 양천구 신월동 575번지 1호,"서울특별시 양천구 신월로 170, 1층 (신월동)",목동센트럴약국,37.5181497,126.8425159,02-6448-1303
서울특별시 은평구 응암동 427번지 38호 서울빌딩,"서울특별시 은평구 응암로 264, 서울빌딩 1층 (응암동)",미도파약국,37.5952863,126.91888,
서울특별시 서대문구 홍제동 90-19,"서울특별시 서대문구 통일로27길 5, 1층 4호 (홍제동)",케이약국,37.58349630000001,126.9490746,
서울특별시 강동구 둔촌동 98-4,"서울특별시 강동구 진황도로61길 52, 1층 (둔촌동)",위드팜만보약국,37.5282015,127.1458918,02-474-0051
서울특별시 성동구 성수동2가 275-6 삼보약국,서울특별시 성동구 동일로 83(성수동2가),상보약국,37.5403816,127.06262,02-463-7513
,"서울특별시 강서구 강서로 391, 108호 (마곡동, 문영비즈웍스)",사과약국,37.5605422,126.8384733,02-3663-0625
서울특별시 강동구 천호동 453번지 14호,"서울특별시 강동구 천호대로 1037, 1층 2호 (천호동, 세우빌딩)",이화약국,37.5504089,127.1400006,02-484-0443
,"서울특별시 강서구 강서로 385, 106호 (마곡동, 우성에스비타워)",마곡하나약국,37.5600589,126.8383354,02-3664-0319
서울특별시 송파구 오금동 2 대림아파트,"서울특별시 송파구 위례성대로 158, 대림아파트 116,117호 (오금동)",주연온누리약국,37.5102359,127.1291498,02-6953-3753
서울특별시 강서구 방화동 829-3 강서농협,"서울특별시 강서구 금낭화로 127, 강서농협 1층 일부호 (방화동)",창현약국,37.5766198,126.8121414,02-2662-0045
서울특별시 강남구 논현동 201번지 14호 1층,"서울특별시 강남구 봉은사로1길 4, 1층 (논현동)",웰스약국,37.5051344,127.0253335,02-518-8821
서울특별시 노원구 월계동 46-1,"서울특별시 노원구 화랑로 337, 102호 (월계동)",1번출구 새싹약국,37.6152839,127.0651295,02-919-7167
"서울특별시 노원구 중계2.3동 512번지 무지개아파트상가 1층, 109호110호","서울특별시 노원구 동일로 1280, 1층 109호,110호 (중계동, 무지개아파트단지내상가)",동산약국,37.6515445,127.0836825,948-9476
서울특별시 동대문구 이문동 256-373,"서울특별시 동대문구 이문로 188, 1층 (이문동)",행복한정약국,37.6033526,127.0622423,02-969-7700
서울특별시 서초구 반포동 52번지 8호,"서울특별시 서초구 서초중앙로 229, 1층 (반포동)",라임약국,37.502108,127.0113454,02-554-1390
서울특별시 동작구 사당동 1129 사당역(2호선),"서울특별시 동작구 남부순환로 지하2089, 사당역(2호선) 지하1층 226-113호 (사당동)",사당건강약국,37.4760752,126.9807161,
서울특별시 관악구 봉천동 1708번지 두산아파트에이상가 115호,"서울특별시 관악구 봉천로 391, 115호 (봉천동, 두산아파트에이상가)",프라자약국,37.4845264,126.9428948,02-3285-7294
서울특별시 동대문구 용두동 122-52,"서울특별시 동대문구 천호대로 72, 1층 2호 (용두동)",아파트약국,37.5736775,127.0314428,02-923-3600
서울특별시 종로구 창신동 647번지 16호,서울특별시 종로구 창신길 47 (창신동),창신종로약국,37.5737575,127.0104557,02-3672-0845
서울특별시 강동구 암사동 414-18 강동롯데캐슬퍼스트아파트,"서울특별시 강동구 고덕로 133, 강동롯데캐슬퍼스트아파트 1층 115호 (암사동)",산들약국,37.5566495,127.140649,02-3428-1231
서울특별시 강동구 고덕동 693 고덕그라시움(제1상가),"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 254,255호 (고덕동)",고덕퍼스트약국,37.5579056,127.162626,02-515-7293
서울특별시 강동구 상일동 490 고덕리엔파크3단지아파트 상가2동 203호,"서울특별시 강동구 상일로 74, 상가2동 2층 203호 (상일동, 고덕리엔파크3단지아파트)",리엔약국,37.5525612,127.1752562,02-441-9377
서울특별시 송파구 풍납동 162-49 1층,"서울특별시 송파구 풍성로 55, 1층 (풍납동)",새봄약국,37.5339897,127.1186848,02-474-3118
서울특별시 강동구 성내동 293-12 바로빌딩 102호,"서울특별시 강동구 풍성로38길 9, 바로빌딩 102호 (성내동)",별약국,37.5315537,127.1255496,02-473-7542
서울특별시 동대문구 전농동 SK아파트 상가1층,"서울특별시 동대문구 사가정로 148, 222-1호 (전농동, SK아파트상가)",에스케이약국,37.5767081,127.0610668,02-2214-4783
서울특별시 금천구 시흥동 1010 벽산아파트,"서울특별시 금천구 금하로 793, A상가동 206호 (시흥동, 벽산아파트)",벽산온누리약국,37.4515715,126.9189019,
서울특별시 송파구 가락동 166-6 테라펠리체 송파,"서울특별시 송파구 동남로 240-6, 102호 (가락동, 테라펠리체 송파)",참약사사귐약국,37.4977253,127.133835,02-6952-1930
서울특별시 강남구 역삼동 642-19 역삼하이츠빌딩,"서울특별시 강남구 테헤란로 151, 역삼하이츠빌딩 지하1층 B1-9호 (역삼동)",역삼하이츠온누리약국,37.5009452,127.0361278,
서울특별시 마포구 노고산동 31-90 신촌르메이에르타운II 3층 309호,"서울특별시 마포구 백범로 13, 신촌르메이에르타운II 3층 309호 (노고산동)",햇살약국,37.5534298,126.9374927,02-6956-8457
서울특별시 동작구 노량진동 311-20,서울특별시 동작구 장승배기로 110-1 (노량진동),스마일약국,37.5074263,126.9401622,02-786-7870
서울특별시 영등포구 신길동 4층  4668-0,서울특별시 영등포구 신길로 28 (신길동),이화약국,37.495282,126.909109,02-836-3011
서울특별시 중랑구 면목동 74번지 42호,"서울특별시 중랑구 겸재로 225, 1층 (면목동)",한빛약국,37.5897003,127.0925711,02-2207-3588
서울특별시 광진구 구의동 246번지 15호 원이빌딩 1층,"서울특별시 광진구 아차산로 373, 원이빌딩 1층 (구의동)",미소온누리약국,37.5369848,127.0840156,02-455-6813
서울특별시 종로구 내자동 219 한누리빌딩 1층,"서울특별시 종로구 새문안로5가길 33, 한누리빌딩 1층 (내자동)",한누리약국,37.5748255,126.97294,02-736-7980
서울특별시 서대문구 창천동 30-9,서울특별시 서대문구 신촌로 91 (창천동),필온누리약국,37.5599137,126.932493,02-332-5935
서울특별시 광진구 자양동 8-3 상록빌딩,"서울특별시 광진구 아차산로 208, 상록빌딩 1층 일부호 (자양동)",참약사도담약국,37.5410409,127.0664694,02-6953-6637
서울특별시 강남구 개포동 167-9,"서울특별시 강남구 선릉로 34, 1층 (개포동)",코리아약국,37.4802905,127.0626272,02-572-6123
서울특별시 관악구 봉천동 1673번지 16호,"서울특별시 관악구 남부순환로 1869, 1층 (봉천동)",모두온누리약국,37.4797722,126.957515,875-5955
서울특별시 강동구 길동 366-2 호석빌딩,"서울특별시 강동구 양재대로 1498, 호석빌딩 1층 (길동)",길동스타약국,37.5393036,127.1409053,02-6272-7229
서울특별시 강동구 명일동 48-13 환타지아 103호,"서울특별시 강동구 동남로71길 32, 환타지아 103호 (명일동)",햇살약국,37.552007,127.1545048,02-441-7716
서울특별시 강동구 고덕동 688 래미안힐스테이트고덕,"서울특별시 강동구 아리수로50길 50, 4층 405,406,407호 (고덕동, 래미안힐스테이트고덕)",스타온누리약국,37.5602282,127.1493354,02-427-7588
서울특별시 강동구 명일동 344-15 에이플러스 108호,"서울특별시 강동구 상암로 195, 에이플러스 108호 (명일동)",밝은미소약국,37.5480648,127.1546255,02-426-1596
서울특별시 강동구 명일동 48-7 서희스타힐스 103호,"서울특별시 강동구 동남로 881, 서희스타힐스 103호 (명일동)",경희수약국,37.54868340000001,127.1546595,02-441-7001
서울특별시 강동구 성내동 416-8 동양빌딩 102호,"서울특별시 강동구 풍성로 214, 동양빌딩 102호 (성내동)",늘푸른약국,37.5289657,127.1353126,02-576-5222
서울특별시 강동구 강일동 675-1 강일타워 106호,"서울특별시 강동구 아리수로93길 27, 강일타워 106호 (강일동)",메디팜강일약국,37.565702,127.1737117,
서울특별시 강동구 둔촌동 29-4,서울특별시 강동구 동남로49길 21-12 (둔촌동),조은약국,37.5300057,127.1468016,02-482-1105
서울특별시 강동구 암사동 414-2 강동 롯데캐슬퍼스트아파트,"서울특별시 강동구 고덕로 131 (암사동, 강동 롯데캐슬퍼스트아파트)",휴베이스 캐슬약국,37.5563679,127.1419695,02-442-9980
서울특별시 강동구 성내동 64-13 브라운스톤천호,"서울특별시 강동구 천호대로 1006, 브라운스톤천호 (성내동)",천호브라운스톤약국,37.5380409,127.1237061,02-475-3307
서울특별시 강동구 명일동 345-1,서울특별시 강동구 양재대로 1594 (명일동),정든약국,37.5476711,127.1437505,02-426-3792
서울특별시 강동구 길동 451-1 EY빌딩,"서울특별시 강동구 천호대로173길 12, EY빌딩 (길동)",강동우리약국,37.5356049,127.1355486,02-479-1150
서울특별시 강남구 개포동 1283 개포자이르네,"서울특별시 강남구 언주로7길 6, 213호 (개포동, 개포자이르네)",참약사스마일약국,37.4784719,127.0553589,02-574-2229
서울특별시 강동구 상일동 192-1,"서울특별시 강동구 구천면로 658, 1층 (상일동)",고덕튼튼약국,37.5511028,127.1696401,02-428-1333
서울특별시 중랑구 신내동 565-2 영춘빌딩,"서울특별시 중랑구 신내로14길 9, 영춘빌딩 1층 (신내동)",내내약국,37.6057187,127.0959029,02-3421-3040
서울특별시 구로구 구로동 830번지 1호,"서울특별시 구로구 디지털로26길 98, 101호 (구로동, 디지털탑프라자)",백세비타민약국,37.4815903,126.8973425,070-8834-1809
서울특별시 강동구 천호동 455 천호역,"서울특별시 강동구 천호대로 지하997, 천호역 지하1층 547-121호 (천호동)",천호역자몽약국,37.540834,127.1301131,02-6484-6119
서울특별시 서초구 서초동 1306-5 삼영빌딩,"서울특별시 서초구 강남대로 421, 삼영빌딩 1층 (서초동)",나이스약국,37.5000812,127.0261769,02-594-0503
서울특별시 송파구 가락동 10-15 경찰병원역,"서울특별시 송파구 중대로 지하149, 경찰병원역 B1층 102호 (가락동)",지하철정문약국,37.495701,127.124206,02-400-9208
서울특별시 송파구 방이동 122-7 은석빌딩,"서울특별시 송파구 백제고분로48길 38, 101호 (방이동, 은석빌딩)",해든약국,37.51032170000001,127.1169942,02-3432-0105
서울특별시 영등포구 영등포동 618-496 영등포 민자역사,"서울특별시 영등포구 경인로 846, 영등포 민자역사 백화점동 지하1층 (영등포동)",튼튼약국,37.5159228,126.9073727,
서울특별시 송파구 송파동 164번지 10호,"서울특별시 송파구 오금로32길 48 (송파동, 송파KCC아파트)",자연그대로다린한약국,37.5030173,127.1174577,02-425-6980
서울특별시 금천구 시흥동 991-5,"서울특별시 금천구 시흥대로 189, 1층 103호 (시흥동)",사랑약국,37.4554224,126.8993387,02-743-2800
서울특별시 중구 신당동 372-3,"서울특별시 중구 동호로 171, 1층 (신당동)",약수스타약국,37.5534555,127.0113293,02-2256-2278
서울특별시 금천구 시흥동 1010 벽산아파트,"서울특별시 금천구 금하로 793, 상가에이동 2층 207호 (시흥동, 벽산아파트)",도토리약국,37.4515715,126.9189019,02-2039-1197
서울특별시 송파구 석촌동 293,"서울특별시 송파구 송파대로39길 1, 1층 102호 (석촌동)",현약국,37.5026954,127.1087702,02-425-0077
서울특별시 강동구 성내동 409-15,"서울특별시 강동구 풍성로51길 3, 1층 (성내동)",참약사한마음약국,37.530111,127.1325073,02-477-9877
서울특별시 종로구 신문로1가 33,"서울특별시 종로구 새문안로 85, 1층 (신문로1가)",새명성약국,37.5701894,126.9739225,02-735-2870
방화동 450번지 15호,"서울특별시 강서구 양천로 73, 108호 (방화동)",미소약국,37.5794168,126.818569,02-2664-2551
서울특별시 중랑구 중화동 287-9 신한은행,"서울특별시 중랑구 동일로 796, 신한은행 지층 (중화동)",은행약국,37.6013725,127.0799245,02-2208-3008
