num,gu,name,category,phone,addr,위도_user,경도_user
38,서울혜화,명륜파출소,파출소,02-762-1120,서울특별시 종로구  성균관로 78,37.58929639999999,126.9976135
39,서울혜화,창신파출소,파출소,02-763-4200,서울특별시 종로구  지봉로13길 20-12,37.5784788,127.0136459
40,서울혜화,동묘파출소,파출소,02-2252-0547,서울특별시 종로구  종로58가길 19,37.5726524,127.0170718
41,서울혜화,덕산파출소,파출소,02-763-6843,서울특별시 종로구  창신길 98,37.57599950000001,127.010524
42,서울혜화,종로5가파출소,파출소,02-2267-2287,서울특별시 종로구  동호로 407,37.5707326,127.0016342
43,서울혜화,효제파출소,파출소,02-762-8485,서울특별시 종로구  종로41나길 24-6,37.5729461,127.0048693
44,서울용산,원효지구대,지구대,02-2198-0191,서울특별시 용산구  백범로 329,37.5386609,126.9655062
45,서울용산,용중지구대,지구대,02-2198-0117,서울특별시 용산구  후암로16나길 17,37.5491293,126.9784743
46,서울용산,이태원파출소,파출소,02-2198-0125,서울특별시 용산구  이태원로 184,37.5342949,126.9944044
47,서울용산,한남파출소,파출소,02-2198-0136,서울특별시 용산구  대사관로34길 53,37.53119969999999,127.0062523
48,서울용산,보광파출소,파출소,02-2198-0143,서울특별시 용산구  보광로 25-1,37.5268368,127.0001932
49,서울용산,삼각지파출소,파출소,02-2198-0152,서울특별시 용산구  한강대로 198-2,37.5361157,126.9747139
50,서울용산,한강로지구대,지구대,02-2198-0158,서울특별시 용산구  서빙고로 67,37.5242741,126.9706849
51,서울성북,돈암지구대,지구대,02-920-1810,서울특별시 성북구  아리랑로5길 54,37.5972819,127.0123966
52,서울성북,안암지구대,지구대,02-920-1820,서울특별시 성북구  지봉로21길 45,37.5866821,127.0166001
53,서울성북,길음지구대,지구대,02-920-1830,서울특별시 성북구  삼양로13길 51,37.6106292,127.0192457
54,서울성북,정릉파출소,파출소,02-920-1840,서울특별시 성북구  솔샘로 111,37.6160838,127.0086109
55,서울성북,정릉2파출소,파출소,02-920-1850,서울특별시 성북구  정릉로26길 6,37.6045642,127.0107262
56,서울성북,성북파출소,파출소,02-920-1860,서울특별시 성북구  성북로 94,37.5932565,126.9985473
57,서울동대문,답십리지구대,지구대,02-961-4301,서울시 동대문구 사가정로 2길 9,37.5712809,127.0511477
58,서울동대문,용신지구대,지구대,02-961-4302,서울특별시 동대문구  청계천로 549,37.5728426,127.0372307
59,서울동대문,청량리파출소,파출소,02-961-4303,서울특별시 동대문구 약령시로21길 15,37.5840966,127.0452633
60,서울동대문,제기파출소,파출소,02-961-4304,서울특별시 동대문구 약령시로 17길 59-11,37.5855849,127.0420335
61,서울동대문,전농1파출소,파출소,02-961-4305,서울특별시 동대문구 서울시립대로 56,37.5761361,127.0479386
62,서울동대문,전농2파출소,파출소,02-961-4306,서울특별시 동대문구 전농로38다길 21,37.5863258,127.0542318
63,서울동대문,장안1파출소,파출소,02-961-4307,서울특별시 동대문구 한천로20길 7,37.5694324,127.064899
64,서울동대문,장안2파출소,파출소,02-961-4308,서울특별시 동대문구 답십리로 69길 100,37.5767834,127.0743654
65,서울동대문,이문지구대,지구대,02-961-4309,서울특별시 동대문구  한천로 402,37.59649170000001,127.0681261
66,서울동대문,휘경파출소,파출소,02-961-4310,서울특별시 동대문구  한천로 266,37.5846694,127.0680102
67,서울동대문,회기파출소,파출소,02-961-4311,서울특별시 동대문구  회기로18길 2,37.5910751,127.0518528
68,서울마포,서강지구대,지구대,02-334-4975,서울특별시 마포구  독막로22길 8,37.54734140000001,126.9292999
69,서울마포,공덕지구대,지구대,02-703-0492,서울특별시 마포구 마포대로 195-1,37.5517993,126.9540594
70,서울마포,월드컵지구대,지구대,02-373-1113,서울특별시 마포구 월드컵북로 30길 24,37.5687535,126.9090424
71,서울마포,홍익지구대,지구대,02-334-8150,서울특별시 마포구  양화로11길 63,37.5518627,126.9134473
72,서울마포,용강지구대,지구대,02-716-6391,서울특별시 마포구 토정로31길 35,37.5425671,126.9430791
73,서울마포,상암파출소,파출소,02-309-9525,서울특별시 마포구  매봉산로 76,37.5782477,126.8938555
74,서울마포,망원파출소,파출소,02-337-5908,서울특별시 마포구  망원로2길 63,37.5543305,126.9027303
75,서울마포,연남파출소,파출소,02-334-4974,서울특별시 마포구  연남로 4,37.5603349,126.9237597
76,서울영등포,중앙지구대,지구대,02-2118-9101,서울특별시 영등포구  영등포로46길 14,37.5180146,126.9075396
77,서울영등포,여의도지구대,지구대,02-2118-9102,서울특별시 영등포구  여의공원로 120,37.5260776,126.922483
78,서울영등포,문래지구대,지구대,02-2118-9103,서울특별시 영등포구  경인로 759,37.5135703,126.8976399
79,서울영등포,신풍지구대,지구대,02-2118-9104,서울특별시 영등포구 신길동 4533-16,37.4979795,126.9111478
80,서울영등포,신길지구대,지구대,02-2118-9105,서울특별시 영등포구 노량진로 11,37.5128742,126.9260395
81,서울영등포,양평파출소,파출소,02-2118-9106,서울특별시 영등포구  선유로 95,37.5227185,126.8897017
82,서울영등포,당산지구대,지구대,02-2118-9107,서울특별시 영등포구  당산로 221,37.5336195,126.901288
83,서울영등포,대림지구대,지구대,02-2118-9108,서울특별시 영등포구  대림로23길 16-1,37.4934202,126.8987265
84,서울영등포,대림3파출소,파출소,02-2118-9109,서울특별시 영등포구 대림로 197,37.4983297,126.8980767
85,서울영등포,영등포역파출소,파출소,02-2118-9110,서울특별시 영등포구 영신로20길 11,37.5151247,126.9087325
86,서울성동,한양지구대,지구대,02-2292-5975,서울특별시 성동구  사근동길 5,37.5603055,127.041766
87,서울성동,성수지구대,지구대,02-463-0112,서울특별시 성동구  광나루로2길 35,37.5482165,127.055232
88,서울성동,서울숲지구대,지구대,02-464-0113,서울특별시 성동구  성덕정길 77-2,37.5380443,127.0522756
89,서울성동,왕십리파출소,파출소,02-2295-1241,서울특별시 성동구  마장로 205,37.5666533,127.0326493
90,서울성동,행당파출소,파출소,02-2292-1812,서울특별시 성동구  행당로 89,37.5574251,127.0288558
91,서울성동,옥수파출소,파출소,02-2297-5898,서울특별시 성동구  독서당로 211,37.5449597,127.0138463
92,서울성동,금호파출소,파출소,02-2231-6253,서울특별시 성동구  금호로11길 2-1,37.5547323,127.0196132
93,서울성동,응봉파출소,파출소,02-2293-7480,서울특별시 성동구  독서당로 373,37.5498003,127.0300215
94,서울성동,용답파출소,파출소,02-2245-0189,서울특별시 성동구  용답중앙길 49,37.5647745,127.0517491
95,서울동작,사당지구대,지구대,02-811-9853,서울특별시 동작구  동작대로9길 35,37.4804874,126.9797723
96,서울동작,노량진지구대,지구대,02-811-9813,서울특별시 동작구  등용로12나길 2,37.5111541,126.9332824
97,서울동작,상도지구대,지구대,02-811-9833,서울특별시 동작구  등용로 24 ,37.5064892,126.9358441
98,서울동작,남성지구대,지구대,02-811-9843,서울특별시 동작구 사당로17나길 4,37.484119,126.9732502
99,서울동작,흑석지구대,지구대,02-811-9823,서울특별시 동작구 노량진로 248,37.5123933,126.953643
100,서울동작,신대방지구대,지구대,02-811-9863,서울특별시 동작구 신대방1다길 24,37.4866619,126.9059134
101,서울동작,대방파출소,파출소,02-811-9873,서울특별시 동작구 여의대방로 130,37.498567,126.9206022
102,서울광진,광나루지구대,지구대,02-2285-7820,서울특별시 광진구 아차산로 567,37.5444558,127.1033877
103,서울광진,화양지구대,지구대,02-2285-7810,서울특별시 광진구  능동로17길 39,37.5465432,127.0713406
104,서울광진,중곡1파출소,파출소,02-2285-7830,서울특별시 광진구 능동로 385,37.563723,127.0827863
105,서울광진,중곡2파출소,파출소,02-2285-7840,서울특별시 광진구  능동로 346,37.5602505,127.0814843
106,서울광진,중곡3파출소,파출소,02-2285-7850,서울특별시 광진구 동일로76가길 28,37.5688192,127.0801404
107,서울광진,중곡4파출소,파출소,02-2285-7860,서울특별시 광진구  용마산로24길 7,37.5653353,127.087218
108,서울광진,자양파출소,파출소,02-2285-7870,서울특별시 광진구 뚝섬로36길 9,37.5338683,127.0716102
109,서울광진,자양1파출소,파출소,02-2285-7880,서울특별시 광진구  자양번영로 80,37.5366309,127.076921
110,서울광진,자양4파출소,파출소,02-2285-7890,서울특별시 광진구  뚝섬로22가길 43번지,37.5351842,127.0636484
111,서울광진,구의파출소,파출소,02-2285-7800,서울특별시 광진구 광나루로 43길 26,37.5458868,127.0916497
112,서울서부,응암지구대,지구대,02-335-9800,서울특별시 은평구  은평로 171,37.6015836,126.9264643
113,서울서부,신사지구대,지구대,02-335-9810,서울특별시 은평구  은평터널로5길 6,37.5918104,126.9053669
114,서울서부,녹번파출소,파출소,02-335-9820,서울특별시 은평구  진흥로 진흥로200,37.6081391,126.9323304
115,서울서부,응암3파출소,파출소,02-335-9830,서울특별시 은평구  응암로 208 ,37.5905279,126.9175364
116,서울서부,역촌파출소,파출소,02-350-1934,서울특별시 은평구  연서로 61,37.6044279,126.9151883
117,서울강북,미아지구대,지구대,02-944-4112,서울특별시 강북구 도봉로 127,37.6201611,127.0282954
118,서울강북,솔샘지구대,지구대,02-944-4122-7,서울특별시 강북구 오현로 4,37.61631260000001,127.0303989
119,서울강북,수유1파출소,파출소,02-944-4132,서울특별시 강북구  삼양로 305,37.6306502,127.0175895
120,서울강북,수유2파출소,파출소,02-944-4141,서울특별시 강북구 삼각산로 115,37.6409113,127.0171016
121,서울강북,수유3파출소,파출소,02-944-4153,서울특별시 강북구  한천로150길 76,37.6443456,127.026571
122,서울강북,인수파출소,파출소,02-944-4163,서울특별시 강북구 인수봉로 227,37.6394394,127.0123991
123,서울강북,번동파출소,파출소,02-944-4173,서울특별시 강북구  한천로 969,37.63599,127.0326008
124,서울강북,번3파출소,파출소,02-944-4183,서울특별시 강북구  월계로 227,37.6236112,127.0481447
125,서울강북,삼양파출소,파출소,02-944-4102,서울특별시 강북구  삼양로 239-1,37.6248025,127.0181839
126,서울금천,금천파출소,파출소,02-802-0113,서울특별시 금천구 시흥대로57길 45,37.4542242,126.8998381
127,서울금천,문성지구대,지구대,02-855-0112,서울특별시 금천구  독산로 76길 20,37.46953080000001,126.9034406
128,서울금천,백산지구대,지구대,02-805-0112,서울특별시 금천구  탑골로2길 37,37.4510405,126.9125537
129,서울금천,가산파출소,파출소,02-864-0113,서울특별시 금천구  벚꽃로56길 174,37.479919,126.8880499
130,서울금천,독산파출소,파출소,02-807-0113,서울특별시 금천구  벚꽃로10길 89,37.4646641,126.8948276
131,서울중랑,망우지구대,지구대,02-2171-0300,서울특별시 중랑구  망우로 391,37.59909330000001,127.0956749
132,서울중랑,중화지구대,지구대,02-2171-0303,서울특별시 중랑구  중랑천로 146,37.5979964,127.0722033
133,서울중랑,용마지구대,지구대,02-2171-0301,서울특별시 중랑구 동일로 566,37.5799415,127.0810446
134,서울중랑,봉화지구대,지구대,02-2171-0302,서울특별시 중랑구  신내로 177,37.614796,127.0955609
135,서울중랑,면목본동파출소,파출소,02-2171-0306,서울특별시 중랑구  상봉로 27,37.5882137,127.0939012
136,서울중랑,면목삼팔파출소,파출소,02-2171-0307,서울특별시 중랑구  사가정로41길 45,37.5831943,127.0841512
137,서울중랑,상봉파출소,파출소,02-2171-0304,서울특별시 중랑구  중랑천로 69,37.5913362,127.0728434
138,서울중랑,먹골파출소,파출소,02-2171-0305,서울특별시 중랑구 숙선옹주로7길 1,37.6146259,127.0815386
139,서울강남,역삼지구대,지구대,02-562-1623,서울특별시 강남구 언주로108길 20,37.5083524,127.0409897
140,서울강남,논현1파출소,파출소,02-544-5555,서울특별시 강남구 학동로 169,37.5138791,127.0293066
141,서울강남,논현2파출소,파출소,02-543-0112,서울특별시 강남구 학동로 227,37.5152074,127.0338473
142,서울강남,삼성1파출소,파출소,02-511-5049,서울특별시 강남구 영동대로112길 4,37.5148489,127.0605684
143,서울강남,삼성2파출소,파출소,02-562-1628,서울특별시 강남구 선릉로 624,37.5006784,127.0489432
144,서울강남,청담파출소,파출소,02-512-0112,서울특별시 강남구 학동로95길 19,37.5210873,127.053227
145,서울강남,신사파출소,파출소,02-511-5087,서울특별시 강남구 도산대로 143,37.5183334,127.0241702
146,서울강남,압구정파출소,파출소,02-542-1103,서울특별시 강남구 압구정로 311,37.5293416,127.0355918
147,서울관악,당곡지구대,지구대,02-870-0810,서울특별시 관악구  남부순환로191길 12,37.4859844,126.9343818
148,서울관악,낙성대지구대,지구대,02-870-0820,서울특별시 관악구  봉천로 540,37.4783559,126.9576109
149,서울관악,신림지구대,지구대,02-870-0830,서울특별시 관악구  남부순환로188길 12,37.4840073,126.9333341
150,서울관악,관악산지구대,지구대,02-870-0840,서울특별시 관악구  신림로 178,37.4738946,126.9353295
151,서울관악,구암지구대,지구대,02-870-0850,서울특별시 관악구 은천로 93,37.4892875,126.9447672
152,서울관악,남현파출소,파출소,02-870-0890,서울특별시 관악구  남현1가길 29,37.47457850000001,126.9779107
153,서울관악,난우파출소,파출소,02-870-0860,서울특별시 관악구  난곡로64,37.4611279,126.919253
154,서울관악,미성파출소,파출소,02-870-0870,서울특별시 관악구  난곡로64가길 31,37.4802834,126.9155529
155,서울관악,신사지구대,지구대,02-870-0880,서울특별시 관악구  신사로 106,37.4873262,126.914224
156,서울강서,화곡지구대,지구대,02-2604-0087,서울특별시 강서구  화곡로 308,37.5512778,126.8500113
157,서울강서,공항지구대,지구대,02-2662-0372,서울특별시 강서구  방화동로 5 ,37.5623207,126.8082914
158,서울강서,까치산지구대,지구대,02-2604-5053,서울특별시 강서구  강서로7길 39,37.5293298,126.8455742
159,서울강서,가양지구대,지구대,02-3665-9112,서울특별시 강서구 허준로 221-22,37.5610265,126.8643914
160,서울강서,곰달래지구대,지구대,02-2643-7994,서울특별시 강서구  곰달래로59길 12,37.5328952,126.8631355
161,서울강서,방화3파출소,파출소,02-2663-1121,서울특별시 강서구  금낭화로26길 16,37.5798086,126.8146637
162,서울강서,염창지구대,지구대,02-3665-0660,서울특별시 강서구  공항대로59다길 80,37.5518991,126.8674085
163,서울강서,등촌2파출소,파출소,02-2651-0330,서울특별시 강서구  등촌로 167 ,37.5447718,126.8619202
164,서울강서,발산지구대,지구대,02-2662-0330,서울특별시 강서구  수명로2길 46 ,37.5493916,126.8260837
165,서울강서,화곡3파출소,파출소,02-2604-2133,서울특별시 강서구  강서로45다길 71,37.5446703,126.8351964
166,서울강서,마곡지구대,지구대,02-2620-9541,서울특별시 강서구 마곡중앙5로 32,37.5670522,126.8232263
167,서울강동,천호지구대,지구대,02-3449-7804,서울특별시 강동구  구천면로 141,37.54262629999999,127.1206616
168,서울강동,길동지구대,지구대,02-3449-7814,서울특별시 강동구 양재대로96길 35,37.5295087,127.1391995
169,서울강동,성내지구대,지구대,02-3449-7834,서울특별시 강동구  성내로 57,37.5286822,127.1267357
170,서울강동,암사지구대,지구대,02-3449-7824,서울특별시 강동구  고덕로 137,37.5549715,127.1408199
171,서울강동,둔촌파출소,파출소,02-3449-7854,서울특별시 강동구  진황도로 239,37.5253425,127.1456295
172,서울강동,명일파출소,파출소,02-3449-7844,서울특별시 강동구 동남로 895,37.5536205,127.1560818
173,서울강동,강일파출소,파출소,02-3449-7864,서울특별시 강동구  아리수로91길 20,37.5648437,127.1732748
174,서울강동,고덕파출소,파출소,02-3449-7874,서울특별시 강동구 고덕로 61길61,37.5573421,127.1517305
175,서울강동,상일파출소,파출소,02-3449-7894,서울특별시 강동구 고덕로 80길 7,37.5561836,127.1658284
176,서울종암,석관파출소,파출소,02-3396-7663,서울특별시 성북구  화랑로32가길 20,37.60896899999999,127.0552581
177,서울종암,장위지구대,지구대,02-3396-7673,서울특별시 성북구 장위로174,37.6148045,127.0470197
178,서울종암,월곡지구대,지구대,02-3396-7684,서울특별시 성북구  종암로32길 5,37.6043982,127.0324129
179,서울종암,종암파출소,파출소,02-3396-7693,서울특별시 성북구  종암로23길 52,37.6000864,127.0312535
180,서울구로,신구로지구대,지구대,02-853-0189,서울특별시 구로구 새말로 26,37.5022496,126.8838927
181,서울구로,오류지구대,지구대,02-840-8305,서울특별시 구로구  고척로1길 34,37.4948519,126.8388705
182,서울구로,구일지구대,지구대,02-840-8302,서울특별시 구로구  도림로 63,37.4892343,126.8906919
183,서울구로,고척지구대,지구대,02-2612-0112,서울특별시 구로구 중앙로 15길 30,37.5066067,126.8582603
184,서울구로,개봉지구대,지구대,02-2612-0330,서울특별시 구로구  개봉로18길 5,37.4918286,126.8564568
185,서울구로,구로3파출소,파출소,02-866-0112,서울특별시 구로구  디지털로31길 86,37.4877322,126.8918993
186,서울구로,가리봉파출소,파출소,02-854-0112,서울특별시 구로구 남부순환로 1275,37.479198,126.8926591
187,서울구로,천왕파출소,파출소,02-840-8308,서울특별시 구로구 오리로 1102-8,37.4834277,126.84181
188,서울서초,반포지구대,지구대,02-536-8477,서울특별시 서초구 신반포로 190,37.5059834,127.0051816
189,서울서초,서초2파출소,파출소,02-536-8477,서울 서초구 서운로 38,37.4875131,127.0289593
190,서울서초,서초3파출소,파출소,02-572-0692,서울 서초구 반포대로30길 40,37.4919865,127.0107859
191,서울서초,양재파출소,파출소,02-572-0113,서울 서초구 남부순환로356길 9,37.4845428,127.0378441
192,서울서초,서초파출소,파출소,02-583-6249,서울 서초구 효령로 297,37.4852897,127.0167473
193,서울서초,우면파출소,파출소,02-581-1120,서울 서초구 바우뫼로 45,37.471845,127.0271792
194,서울서초,내곡파출소,파출소,02-573-5826,서울특별시 서초구 헌릉로 226,37.454992,127.0648545
195,서울양천,목1지구대,지구대,02-2648-0040,서울특별시 양천구  목동동로 373,37.5351903,126.8785906
196,서울양천,목2지구대,지구대,02-2652-0112,서울특별시 양천구  등촌로 166,37.5445156,126.862375
197,서울양천,신정1지구대,지구대,02-2643-0113,서울특별시 양천구  중앙로32길 65,37.5202891,126.8607933
198,서울양천,신정2지구대,지구대,02-2699-0678,서울특별시 양천구 목동로17길 5,37.5244487,126.863509
199,서울양천,신월2지구대,지구대,02-2608-0112,서울특별시 양천구 지양로 55,37.51974260000001,126.8349027
200,서울양천,신월1파출소,파출소,02-2602-0092,서울특별시 양천구  남부순환로59길 8 ,37.5320806,126.8322435
201,서울양천,신정3파출소,파출소,02-2696-2305,서울특별시 양천구  중앙로 205,37.5149133,126.8550058
202,서울양천,신월5파출소,파출소,02-2693-0113,서울특별시 양천구  남부순환로31길 37,37.5390442,126.8306805
203,서울송파,방이지구대,지구대,02-3402-6301,서울특별시 송파구  양재대로71길 5-6,37.5102514,127.1257318
204,서울송파,잠실지구대,지구대,02-3402-6302,서울특별시 송파구  올림픽로 101,37.5120841,127.0821495
205,서울송파,삼전지구대,지구대,02-3402-6303,서울특별시 송파구  백제고분로 238,37.5027107,127.0927721
206,서울송파,가락지구대,지구대,02-3402-6304,서울특별시 송파구  중대로 179,37.4979534,127.124438
207,서울송파,문정지구대,지구대,02-3402-6305,서울특별시 송파구 충민로2길 18,37.4782023,127.1269954
208,서울송파,마천파출소,파출소,02-3402-6306,서울특별시 송파구  마천로 41길 8,37.4969882,127.1482966
209,서울송파,거여파출소,파출소,02-3402-6307,서울특별시 송파구 새말로15길 9,37.4851827,127.128881
210,서울송파,풍납파출소,파출소,02-3402-6308,서울특별시 송파구  토성로 64,37.5287255,127.1168629
211,서울송파,오금파출소,파출소,02-3402-6309,서울특별시 송파구  마천로8길 17,37.5068859,127.1280993
212,서울송파,신천파출소,파출소,02-3402-6310,서울특별시 송파구  올림픽로35길 12 ,37.5201652,127.1123922
213,서울송파,위례파출소,파출소,02-3402-6300,서울특별시 송파구 위례순환로 369,37.4778753,127.1458547
214,서울노원,당현지구대,지구대,02-2092-0301,서울특별시 노원구  노원로17길 64,37.6420263,127.0683655
215,서울노원,월계지구대,지구대,02-2092-0302,서울특별시 노원구  월계로55길 58,37.6336663,127.0592758
216,서울노원,화랑지구대,지구대,02-2092-0303,서울특별시 노원구  동일로 1034,37.6225423,127.0745497
217,서울노원,노원역지구대,지구대,02-2092-0304,서울특별시 노원구 노원로 431,37.6550066,127.0669434
218,서울노원,불암지구대,지구대,02-2092-0305,서울특별시 노원구  한글비석로 277,37.6524287,127.0773287
219,서울노원,마들지구대,지구대,02-2092-0306,서울특별시 노원구  한글비석로 489,37.6645815,127.0635837
220,서울노원,당고개파출소,파출소,02-2092-0307,서울특별시 노원구  상계로35길 29,37.6714827,127.0778607
221,서울노원,상계1파출소,파출소,02-2092-0308,서울특별시 노원구  동일로 1693,37.6796671,127.0550431
222,서울방배,남태령지구대,지구대,02-582-8410,서울특별시 서초구  동작대로 34,37.4795145,126.982147
223,서울방배,서래파출소,파출소,02-534-0116,서울특별시 서초구  신반포로 16길 15-14,37.5015562,126.9980944
224,서울방배,이수파출소,파출소,02-599-3880,서울특별시 서초구  동광로19길 38,37.4941411,126.9888281
225,서울방배,방배1파출소,파출소,02-583-7694,서울특별시 서초구  효령로 31길 64,37.4839725,126.9953204
226,서울은평,불광지구대,지구대,02-350-1932,서울특별시 은평구  연서로 290,37.62146,126.9265859
227,서울은평,연신내지구대,지구대,02-350-1936,서울특별시 은평구  갈현로 195,37.6151923,126.9127048
228,서울은평,진관파출소,파출소,02-350-1930,서울특별시 은평구  진관3로 38,37.6367356,126.9183299
229,서울은평,대조파출소,파출소,02-350-1938,서울특별시 은평구  통일로 737,37.6111425,126.9289875
230,서울도봉,창동지구대,지구대,02-2289-9813,서울특별시 도봉구 노해로 392,37.6522878,127.0517221
231,서울도봉,신창파출소,파출소,02-2289-9823,서울특별시 도봉구  도봉로104길 49-5,37.64352179999999,127.0345748
232,서울도봉,방학파출소,파출소,02-2289-9833,서울특별시 도봉구  도봉로145길 45,37.6644779,127.0399913
233,서울도봉,신방학파출소,파출소,02-2289-9843,서울특별시 도봉구  시루봉로5길 10,37.6585014,127.0271436
234,서울도봉,도봉1파출소,파출소,02-2289-9853,서울특별시 도봉구  도봉로169길 43,37.6787126,127.0257118
235,서울도봉,도봉2파출소,파출소,02-2289-9863,서울특별시 도봉구 도봉로 180나길 33,37.68398680000001,127.0492833
236,서울도봉,쌍문파출소,파출소,02-2289-9873,서울특별시 도봉구  방학로3길 132,37.6575676,127.0380293
237,서울도봉,숭미파출소,파출소,02-2289-9883,서울특별시 도봉구  노해로 139,37.6474784,127.0256128
238,서울수서,도곡지구대,지구대,02-568-2522,서울특별시 강남구  언주로 426,37.5055798,127.0414738
239,서울수서,대치지구대,지구대,02-538-1312,서울특별시 강남구  삼성로 203,37.4947493,127.0624809
240,서울수서,수서파출소,파출소,02-445-0112,서울특별시 강남구  밤고개로1길 48,37.4891379,127.1047973
241,서울수서,대왕파출소,파출소,02-3411-0323,서울특별시 강남구  헌릉로 623,37.4651386,127.107375
242,서울수서,일원지구대,지구대,02-3411-0112,서울특별시 강남구  일원로3길 35,37.4925794,127.0826535
243,서울수서,개포지구대,지구대,02-571-0112,서울특별시 강남구  개포로 261(1268),37.4806165,127.0501493
