name,phone,category,addr,위도_user,경도_user
STS BOXING,,권투,서울특별시 강남구 논현동 110-26,37.51821899999999,127.0398375
용인대 양천유도관 본관,,유도,서울특별시 강서구 화곡동 340-57 대강빌딩,37.5336458,126.8467313
보성태권도장,,태권도,서울특별시 성북구 종암동 80-3 삼성래미안아파트 상가동동 302호,37.566686,126.9887732
용인대 한신 태권도,,,서울특별시 도봉구 도봉동 30-1 도봉한신아파트,37.6861603,127.0479871
옥수 검도관,,검도,서울특별시 성동구 금호동4가 1028 재호예향빌,37.5468699,127.018851
인성 태권도 교육관,02-2293-3478,,서울특별시 성동구 행당동 349 행당한신아파트 상가동 401호,37.5551292,127.036254
백두 태권도,,태권도,서울특별시 도봉구 창동 807 쌍용아파트,37.6597474,127.0480433
한빛태권도,,태권도,서울특별시 강북구 미아동 1353 SK북한산시티아파트 상가동 302호,37.6179756,127.0126309
알로하 복싱짐 2호점,,권투,서울특별시 강남구 삼성동 116 백우빌딩,37.5119039,127.0506862
EX  BOXING,,권투,서울특별시 성동구 하왕십리동 966-14,37.562372,127.0332078
다윗복싱다이어트,,권투,서울특별시 노원구 월계동 64-4,37.616306,127.0642284
위복싱짐 노원점,,권투,서울특별시 노원구 상계동 434-49,37.6616583,127.0665783
월드태권도,,태권도,서울특별시 은평구 진관동 2 은평뉴타운상림마을 701동 112호,37.6412799,126.9341722
WS 복싱클럽,,권투,서울특별시 은평구 증산동 168-2 4층,37.5843715,126.909815
경희대sky태권도장,,태권도,서울특별시 은평구 응암동 761 백련산 힐스테이트 3차상가 2층,37.5887107,126.9228244
행복한 꿈 비룡 태권도장,354-3977,태권도,서울특별시 은평구 역촌동 85-8 2층,37.6005336,126.915222
송향태권도장,352-4010,태권도,서울특별시 은평구 불광동 635-1 북한산힐스테이트1차아파트,37.6126123,126.93672
용인대태권도,385-6060,태권도,서울특별시 은평구 불광동 239-9 2층,37.6176658,126.9328715
태무지킴이태권도,02-385-1505,태권도,서울특별시 은평구 불광동 141-2 2층동,37.6214328,126.9287893
경희대효태권도,02-824-0000,태권도,서울특별시 영등포구 도림동 133-4,37.5097876,126.9045101
태풍코리아태권도장,354-7075,태권도,서울특별시 은평구 진관동 28 은평뉴타운 구파발 1010동 206호,37.6449551,126.9237157
용인대 팀타이거 태권도장,,태권도,서울특별시 동작구 상도동 20-8 201호,37.50573869999999,126.9472498
플렉스 복싱 PT,,권투,서울특별시 광진구 자양동 635-31,37.5320942,127.0798447
트리플 복싱 PT 다이어트 복싱 체육관(노원점),,권투,서울특별시 노원구 중계동 503 동은유치원,37.6429437,127.0632368
한국체대 블랙벨트 태권도장,,태권도,서울특별시 강동구 강일동 76-11 성산타워,37.5719244,127.1735018
태사자태권도,,태권도,서울특별시 동대문구 장안동 93-86,37.5815874,127.0713924
"구로주짓수&MMA, 레슬링",02-2611-2233,레슬링,서울특별시 구로구 개봉동 67-28,37.5012622,126.8463684
륜태권도장 (잠실점),,태권도,서울특별시 송파구 삼전동 131-5 서울빌딩,37.5045167,127.0969041
용인대백호유도관 신정역점,2692-4055,,서울특별시 양천구 신정동 986-1 3층,37.5248503,126.8592791
점프스타 줄넘기클럽 / 태권로 킥,,태권도,서울특별시 구로구 궁동 189-23 백조빌딩,37.4933961,126.8347437
국가태권도,,태권도,서울특별시 노원구 중계동 58-64 득림빌딩,37.6463232,127.0817986
청무체육관,,,서울특별시 중구 신당동 282-65번지 ,37.5617856,127.0175673
체형교정 태권도,,태권도,서울특별시 서초구 반포동 724-26 코식빌딩,37.5078443,127.0217761
한강유도관,02-3428-6565,유도,"서울특별시 강동구 강일동 76-11 성산타워(2층, 201, 202호)",37.5719244,127.1735018
석사경희태권도장,,,서울특별시 강동구 천호동 528-2 삼성아파트상가 301호호,37.5376245,127.1344551
국가대표 탑 태권도장,,태권도,서울특별시 강남구 세곡동 515 리엔파크프라자,37.4632328,127.1032368
꿈나무MTA태권도장,02  739 7727,태권도,서울특별시 서대문구 홍제동 82 한양상가 304,37.58316629999999,126.9471178
티원(T1)복싱,,권투,서울특별시 도봉구 창동 256-3 기원빌딩,37.6540555,127.0460546
한국위너복싱 상일동점,02-441-6655,,서울특별시 강동구 상일동 268,37.5499264,127.1727229
코리아호림태권도,02-879-2103,태권도,서울특별시 관악구 신림동 1703-1 상가동,37.4671423,126.9429448
멘토 태권도,,태권도,서울특별시 강남구 역삼동 761-18 강남프라자,37.4959548,127.0466573
국가대표 오봉태권도장,,태권도,서울특별시 도봉구 도봉동 609-32,37.6710077,127.0407843
박대호 태권도 교실,,태권도,서울특별시 도봉구 쌍문동 449-7,37.6497694,127.0231725
용인대자운태권도,,,서울특별시 도봉구 창동 808 동아청솔아파트,37.6571794,127.0483916
용인대석사체육관,,태권도,서울특별시 도봉구 창동 581-28,37.6400804,127.0372806
경희대선덕태권도장,,,서울특별시 도봉구 쌍문동 256 에벤에셀아파트,37.643632,127.0307472
경희대 청룡태권도,,,서울특별시 도봉구 쌍문동 69-33,37.6553402,127.0358098
서울체육관,,,서울특별시 도봉구 쌍문동 210,37.6581696,127.0323113
엑스퍼트짐 교대점,,권투,서울특별시 서초구 서초동 1689-5 성산빌딩,37.4852123,127.0304667
초당태권도장,,태권도,서울특별시 도봉구 방학동 508 우성2차아파트,37.6569134,127.0217683
으뜸태권도,,태권도,서울특별시 도봉구 창동 826 북한산한신휴플러스아파트,37.6557206,127.0428643
엔티에스 태권도 창동5호점,,태권도,서울특별시 도봉구 창동 27-3 주공아파트,37.6502838,127.0514244
강서 월드 체육관,,태권도,서울특별시 강서구 화곡동 970-19,37.5472531,126.8489199
하트레이트 강남,,권투,서울특별시 강남구 역삼동 831-18 역삼빌딩,37.4936784,127.0301909
연세파워태권도,,태권도,서울특별시 은평구 응암동 116-24 지층,37.5977775,126.9197243
S-멀티짐,02-2203-1253,권투,서울특별시 동작구 신대방동 607-86,37.4894245,126.9095159
보성 태권도장,2201-2039,,서울특별시 광진구 광장동 453-1 상가동 3층,37.5423975,127.1020703
나라차하계태권도장,,태권도,서울특별시 노원구 하계동 256-12 욱현하이브,37.6396847,127.0741172
풍진(태권도),536-7157,태권도,서울특별시 동작구 사당동 169-8,37.48636430000001,126.9730417
역삼 음악줄넘기&태권도,,태권도,서울특별시 강남구 역삼동 776-4,37.4947084,127.0404925
국가대표 유아태권도장(키즈특별관),,태권도,서울특별시 도봉구 쌍문동 215-1,37.6585049,127.0326011
푸른경희태권도장,02-704-6333,,서울특별시 마포구 공덕동 459 래미안 공덕3차,37.5476798,126.9521585
아워킥복싱PT,,권투,서울특별시 서대문구 창천동 31-92 J-Tower,37.5580661,126.9375418
슈가복싱 미아사거리점,,권투,서울특별시 강북구 미아동 53-1 동명빌딩,37.6135023,127.0342405
백두장안태권도,,태권도,서울특별시 도봉구 쌍문동 123-74 동성빌딩,37.6470815,127.0308232
탑태권도아카데미,,태권도,서울특별시 도봉구 쌍문동 723 신원주상복합2차아파트,37.6583127,127.0357993
한양체육관,,,서울특별시 도봉구 쌍문동 88-39,37.6481804,127.0335515
NTS태권도(창동1호점),,태권도,서울특별시 도봉구 창동 657-14,37.6476674,127.0353283
창도체육관,,태권도,서울특별시 도봉구 방학동 720-1 대상타운현대아파트,37.6648172,127.0424203
MTA 태권도,,태권도,서울특별시 동대문구 장안동 192-75,37.5669647,127.0625487
그레이시 송파 그래플링 스튜디오,070-8065-2468,레슬링,서울특별시 송파구 석촌동 296-10 형제빌딩,37.5014123,127.1101662
명지대석사 명성체육관,387-8830,태권도,서울특별시 은평구 구산동 202-1 2층,37.6140285,126.9101901
창동백호태권도장,,,서울특별시 도봉구 창동 296-17,37.6544129,127.0410349
점핑클럽,,태권도,서울특별시 강동구 성내동 544-17 201호,37.5280265,127.1286558
곰복싱(gom boxing),,권투,서울특별시 영등포구 양평동4가 85-3,37.5367387,126.8947108
엑스퍼트짐 구파발점,,권투,서울특별시 은평구 진관동 50,37.6434743,126.9173715
위스타트 복싱,,권투,서울특별시 송파구 문정동 652-5 문정아이파크,37.4820257,127.1221389
두산태권도장,02-868-7942,태권도,"서울특별시 구로구 구로동 1265 두산아파트단지상가 301동 302호,303호,304호",37.4893405,126.8892594
한국체대남일,,태권도,서울특별시 은평구 역촌동 55-1 한솔빌딩 4층,37.6053548,126.9111432
경희대태권도장,02-358-4088,태권도,서울특별시 은평구 갈현동 272 3층,37.6215887,126.9136291
한양대 은진태권도,353-3319,태권도,서울특별시 은평구 진관동 101 박석고개 상가 107동 209호,37.6318932,126.9201099
KTI월드태권스쿨,,태권도,서울특별시 은평구 진관동 2 은평뉴타운상림마을 613동 101호,37.5557391,126.8997031
힘찬태권도,,태권도,서울특별시 은평구 녹번동 182 거장카운티,37.6021804,126.9271699
백호태권도장,388-7066,태권도,서울특별시 은평구 진관동 20 은평뉴타운상림마을 822동 205호,37.6441911,126.9289166
열열태권도,,태권도,서울특별시 은평구 대조동 225-3 지층,37.6120608,126.9191481
드림태권도장,,태권도,서울특별시 은평구 갈현동 495-22 2층동,37.6159272,126.9138991
한국체대 수 태권도장,351-4731,태권도,서울특별시 은평구 역촌동 49-15 2층동,37.60741549999999,126.9109149
풍산체육관,02-792-3653,권투,서울특별시 용산구 갈월동 69-65번지 ,37.545356,126.971573
은평 유도체육관,384-2007,유도,서울특별시 은평구 역촌동 35-67,37.6025737,126.9161041
하나태권도,,태권도,"서울특별시 은평구 응암동 325-4 2층,3층",37.58975909999999,126.918726
한국체대천마태권도장,303-9992,태권도,서울특별시 은평구 신사동 335-36 2층동,37.5930554,126.9131676
크로스복싱클럽,307-7982,권투,서울특별시 은평구 신사동 21-20 두원빌딩,37.5982798,126.9131139
용인대SM복싱클럽 길동점,02-484-7989,권투,서울특별시 강동구 길동 438 4층,37.5352994,127.1394462
한국체대 높은뜻특전태권도장,02-889-9969,태권도,서울특별시 관악구 봉천동 480-99 한빛프라자,37.4888239,126.9486458
Y3복싱클럽[296],,,서울특별시 동작구 상도동 235-37 상현빌딩,37.4991133,126.9397929
태아일체 다온태권도장,,태권도,서울특별시 서초구 방배동 766-34 덕성빌딩,37.4940503,126.9839723
방배위너복싱짐,,권투,서울특별시 서초구 방배동 909-9 유경빌딩,37.4815455,126.9971367
미래태권도 사가정아이파크점,,태권도,서울특별시 중랑구 면목동 1545 사가정 센트럴 아이파크 상가2동,37.5827724,127.0816482
STG,,태권도,서울특별시 서초구 반포동 0 원베일리 스퀘어,37.5051092,127.0002104
슈가복싱,,,서울특별시 성동구 행당동 319-23,37.558058,127.0337148
히트앤핏홍대,,권투,서울특별시 마포구 서교동 342-20 지1층,37.5541546,126.9256505
PTA 청자태권도,,태권도,서울특별시 은평구 불광동 105-82,37.6237026,126.9282333
레전드 태권도 2관,,태권도,서울특별시 서초구 반포동 1-1 래미안 원베일리,37.5068005,126.9973098
국가대표 김재봉 주짓수 앤 태권도장,02-442-0112,태권도,서울특별시 강동구 고덕동 159-5 2층,37.5613989,127.1675684
MTA 광진태권도,,태권도,서울특별시 광진구 중곡동 40-2,37.5625472,127.0827421
Doksa MMA Gym,,권투,서울특별시 성북구 동선동1가 72-2 해송빌딩,37.5908464,127.0172757
나린태권도장,,태권도,서울특별시 노원구 상계동 637-1 상계주공아파트(13단지),37.6683107,127.0604105
마곡와이어주짓수,,레슬링,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 319호,37.559925,126.8343328
연광태권도,389-8909,태권도,서울특별시 은평구 불광동 442-48,37.62407049999999,126.9251852
용인대행복한태권도장,,태권도,서울특별시 영등포구 문래동3가 82-20 문래비즈타워,37.51968129999999,126.8919565
히트앤핏 가산,28387007,권투,서울특별시 금천구 가산동 371-28 우림라이온스밸리,37.479943,126.88268
J.K 서교태권도 2관,337-8806,,서울특별시 마포구 창전동 444 서강쌍용예가상가 1단지 201호,37.5483893,126.9296153
오케이 태권도장,,태권도,서울특별시 중구 묵정동 27-17,37.5625471,127.0008996
용인대태권도장,,태권도,서울특별시 은평구 갈현동 433-3,37.6206489,126.9161668
스타킥피트니스 킥복싱 복싱,,권투,서울특별시 서초구 반포동 746-8 새로나 빌딩,37.5040235,127.0211414
대호체육관,,태권도,서울특별시 은평구 역촌동 37-2 2층,37.6024852,126.9181334
우정체육관,,태권도,서울특별시 은평구 응암동 176-3 응암푸르지오,37.5975301,126.9260848
용인대 송향태권도장,,태권도,서울특별시 은평구 불광동 281-12,37.6117997,126.9315156
남일2체육관,357-1908,태권도,서울특별시 은평구 구산동 212-3,37.6120558,126.9111889
광무체육관,302-5577,태권도,서울특별시 은평구 수색동 415-1 대림한숲타운아파트 302호,37.5868439,126.9000225
메이드 헬스장 & PT 등촌역점,,,서울특별시 양천구 목동 610-23 자성빌딩,37.5484799,126.8658461
히트앤핏 목동 키즈 MMA 주짓수,,권투,서울특별시 양천구 신정동 1147-12,37.5156526,126.8545384
명성태권도장,02-376-3194,태권도,서울특별시 은평구 신사동 183-3 대영빌딩,37.5914749,126.9056426
이화 멀티짐,,태권도,서울특별시 강서구 공항동 1356-8 3층,37.5548056,126.8188409
카이로스,02-456-8885,합기도,서울특별시 광진구 중곡동 123-1 3층,37.5575666,127.0876948
건민체육관,,태권도,서울특별시 은평구 불광동 643 북한산 힐스테이트7차 상가동 132호,37.6165312,126.9266862
복싱스페이스,,권투,서울특별시 서초구 서초동 1696-3,37.49575069999999,127.0153496
용인대예다함태권도,,태권도,서울특별시 강남구 율현동 71-3,37.4708103,127.1120705
더복싱랩(The Boxing LAB) 흑석역점,02-823-3693,권투,서울특별시 동작구 흑석동 6-5,37.5080505,126.9640095
바이오 복싱짐,,권투,서울특별시 중랑구 망우동 465-15,37.596131,127.0996461
문무태권도,,태권도,서울특별시 강북구 미아동 752-10,37.6230772,127.0195734
강북 대호 태권도장,02-995-9361,태권도,서울특별시 강북구 수유동 170-22,37.6437072,127.0254731
(주)한국태권도아카데미,988-6699,태권도,서울특별시 강북구 미아동 1357-6 미아프라자 403호,37.6179491,127.0189395
길잡이 태권도(삼각산관),,태권도,서울특별시 강북구 미아동 1357-3 삼각산아이원아파트,37.6155853,127.0179027
연세 태권도,987-8709,태권도,서울특별시 강북구 번동 169-1 201호,37.627277,127.0410411
백운 룡 태권도,992-7761,태권도,서울특별시 강북구 우이동 100-15 2층,37.6545103,127.0121417
메이트 태권도,,태권도,서울특별시 강북구 미아동 698-3,37.61904260000001,127.0190181
화심회라온 태권도,967-2535,태권도,서울특별시 강북구 수유동 553-61,37.6418713,127.0120808
