지번주소,도로명주소,사업장명,위도_user,경도_user,전처리완_전화번호
서울특별시 강동구 강일동 679 중앙프라자,"서울특별시 강동구 아리수로 427, 중앙프라자 2층 202호 (강일동)",더스킨피부과의원,37.5649156,127.1746242,02-0000-0000
서울특별시 강남구 신사동 581-15 한승빌딩 3층,"서울특별시 강남구 논현로 867, 한승빌딩 3층 (신사동)",올로성형외과의원,37.5262011,127.0282212,02-532-8800
서울특별시 마포구 중동 64-14 2층,"서울특별시 마포구 월드컵북로 236, 2층 (중동)",성산위편한내과의원,37.5703469,126.9034024,02-6351-1263
서울특별시 송파구 석촌동 14-7,"서울특별시 송파구 백제고분로 275, 4층 (석촌동)",두보한의원,37.5028244,127.0973526,02-420-2503
서울특별시 용산구 한남동 1-87,"서울특별시 용산구 독서당로 124, 3층 (한남동)",구도피부과의원,37.5370025,127.0127597,02-749-5005
서울특별시 강남구 논현동 231,"서울특별시 강남구 봉은사로37길 28, 3층 (논현동)",골드힐링한의원,37.5100534,127.0359577,02-514-0987
서울특별시 성동구 성수동1가 656-252 성수동1가,"서울특별시 성동구 뚝섬로 321-1, 2층 (성수동1가)",서울대니엘정신건강의학과의원,37.5411347,127.046885,02-462-7575
서울특별시 서초구 서초동 1327-7 강남선인빌딩,"서울특별시 서초구 서초대로78길 26, 강남선인빌딩 7층 (서초동)",아이마인드의원,37.4954073,127.0278263,02-597-8555
서울특별시 강남구 역삼동 820-8 YBM강남센터,"서울특별시 강남구 강남대로 408, YBM강남센터 3층, 13층 일부층 (역삼동)",강남밝은미소안과의원,37.499175,127.0274801,-1544-2271
서울특별시 강남구 역삼동 761-18 강남프라자 202호,"서울특별시 강남구 언주로 314, 강남프라자 202호 (역삼동)",역삼정내과의원,37.4959548,127.0466573,02-555-8632
서울특별시 관악구 신림동 617-3 프린스빌딩,"서울특별시 관악구 난우길 2, 프린스빌딩 5층 (신림동)",울트라내과의원,37.4732258,126.9191741,02-868-7588
서울특별시 영등포구 당산동6가 216-20 정오빌딩,"서울특별시 영등포구 양평로 12, 정오빌딩 2층 (당산동6가)",닥터알의원,37.5326488,126.9048943,02-2636-4580
서울특별시 서초구 서초동 1318,"서울특별시 서초구 강남대로 411, 11층 (서초동)",다이아의원,37.4904509,127.0305252,
,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2동 207호 (상일제1동)",모두의한의원,37.5550187,127.1685024,02-442-3375
,"서울특별시 영등포구 양평로 24-1, 2~3층 (당산동6가)",당산경희한의원,37.5321368,126.9057189,02-3667-2662
,"서울특별시 송파구 송파대로 414 (송파동,2층)",미미한의원,37.5051072,127.1135469,02-6952-3130
,"서울특별시 양천구 신목로 97, 301호 (목동, 정산빌딩)",지혜한의원,37.5234448,126.8749883,
,서울특별시 강남구 강남대로 506 (논현동),맹화섭한의원,37.5136787,127.0317124,02-518-7277
서울특별시 강남구 논현동 2-15 수일빌딩,"서울특별시 강남구 도산대로 114, 수일빌딩 4층 (논현동)",디바인성형외과의원,37.5163704,127.02127,02-545-5110
서울특별시 성북구 동소문동3가 11번지 1층 일부,"서울특별시 성북구 동소문로 32, 1층 (동소문동3가)",삼선서울내과의원,37.5903868,127.0112534,02-922-8275
서울특별시 서초구 서초동 1676-1 신승빌딩,"서울특별시 서초구 서초대로 332, 신승빌딩 3층 (서초동)",재주좋은치과의원,37.4946848,127.0179003,02-584-2879
서울특별시 강남구 역삼동 707-34 한신인터밸리24,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 205호 (역삼동)",동국해랑한의원,37.5029732,127.0465325,02-2183-2940
서울특별시 강남구 논현동 192-6 신양빌딩,"서울특별시 강남구 논현로 607, 신양빌딩 3층 (논현동)",신사이사랑치과의원,37.5079092,127.0333088,02-543-2585
"서울특별시 강남구 역삼동 706-9 타워432, 2층","서울특별시 강남구 언주로 432, 타워432 2층 (역삼동)",영앤이비인후과의원,37.5020866,127.0433669,02-558-4322
서울특별시 강남구 신사동 567-23,"서울특별시 강남구 논현로159길 10, 2, 3층 (신사동)",드림헤어라인의원,37.5231372,127.0274336,02-554-4664
서울특별시 서초구 양재동 97-6 유림빌딩,"서울특별시 서초구 양재천로 99-2, 유림빌딩 2층 (양재동)",10월10일한의원,37.4764147,127.0400036,02-572-1075
서울특별시 서초구 서초동 1755-1 리더스원 상가,"서울특별시 서초구 사임당로 158, 리더스원 상가 301-1호 (서초동)",소이안한의원,37.4918109,127.0270392,02-2039-1975
,"서울특별시 마포구 마포대로 68, 5층 506호 (도화동, 마포아크로타워)",생기한의원,37.5413152,126.9489731,02-714-1005
서울특별시 중구 신당동 369-48 JYJ빌딩 3층,"서울특별시 중구 동호로 179, JYJ빌딩 (신당동)",드림정신건강의학과의원,37.5541691,127.0108015,02-2252-7365
서울특별시 성북구 석관동 133번지 44호,"서울특별시 성북구 한천로76다길 46, 4층 (석관동)",연세다나아마취통증의학과의원,37.6130725,127.0652789,02-959-7575
서울특별시 강서구 등촌동 75-3,"서울특별시 강서구 양천로 490, 8층 801호 (등촌동)",아산온유외과의원,37.5575223,126.8559611,02-6958-7508
서울특별시 송파구 가락동 96 일신,"서울특별시 송파구 송파대로 288, 일신 4,5층 (가락동)",플러스마취통증의학과의원,37.4950423,127.11708,
서울특별시 강남구 도곡동 467-19 현대비전21,"서울특별시 강남구 언주로30길 10, 현대비전21 310호 (도곡동)",여름본마취통증의학과의원,37.4873616,127.0513255,02-6953-5737
서울특별시 서초구 서초동 1303-3 케이플라츠 신논현(구. 중앙화촌빌딩),"서울특별시 서초구 사평대로 368, 케이플라츠 신논현(구. 중앙화촌빌딩) 8층 (서초동)",샤프(SHARP)성형외과의원,37.5038336,127.0234948,02-599-8875
서울특별시 강남구 역삼동 826-21 미왕빌딩,"서울특별시 강남구 강남대로 364, 미왕빌딩 6층 (역삼동)",천인지한의원,37.4955525,127.0292924,02-334-1275
서울특별시 강남구 도곡동 420-16,"서울특별시 강남구 논현로28길 43, 4층 (도곡동)",주심한의원,37.4845023,127.045166,05-578-1075
서울특별시 송파구 풍납동 162-49,"서울특별시 송파구 풍성로 55, 1층 (풍납동)",튼튼소아청소년과의원,37.5339897,127.1186848,02-471-0990
서울특별시 마포구 합정동 473 마포 한강 2차 푸르지오,"서울특별시 마포구 월드컵로3길 14, 3층 309, 310, 311호 (합정동, 마포 한강 2차 푸르지오)",아산베스트이비인후과의원,37.5510197,126.9118255,02-6958-8520
,"서울특별시 노원구 노해로 492, 프린스빌딩 7층 704,705호 (상계동)",화접몽한의원,37.6544405,127.0626886,02-487-7579
,서울특별시 양천구 목동중앙북로 4 (목동),해바라기한의원,37.5485489,126.863923,02-2647-3775
"서울특별시 강남구 신사동 579번지 3호 베네하임시티 B101,B102","서울특별시 강남구 압구정로 162 (신사동, 베네하임시티 B101,B102)",노블라인의원,37.5262974,127.0274473,0507-1430-0755
서울특별시 중구 명동2가 51-3,"서울특별시 중구 명동8길 14, 3층 (명동2가)",메이의원,37.5630769,126.9845109,02-2298-2312
,"서울특별시 구로구 새말로 89, 태영빌딩 3층 (구로동)",이(e)스타치과의원,37.5055713,126.8898194,02-856-5400
서울특별시 강남구 논현동 200-7 urbanhive,"서울특별시 강남구 강남대로 476, urbanhive 6층 (논현동)",피니쉬성형외과의원,37.5048971,127.0247797,02-544-6326
,서울특별시 송파구 올림픽로12길 40 (잠실동),잠실본한의원,37.5111034,127.0939188,070-4095-8877
"서울특별시 구로구 구로동 806번지 78호 시몬빌딩 3,4층","서울특별시 구로구 구로동로 78, 시몬빌딩 3,4층 (구로동)",구로나르샤정형외과의원,37.4857869,126.8860168,02-855-9566
서울특별시 강남구 청담동 100-17,"서울특별시 강남구 압구정로 445, 3층 (청담동)",청담리더스피부과의원,37.5265497,127.0461088,02-6203-3301
서울특별시 광진구 능동 276-2,"서울특별시 광진구 천호대로 556, 5층 (능동)",서울바른안과의원,37.5567097,127.0797015,02-6217-7500
서울특별시 양천구 목동 406번지 202호,"서울특별시 양천구 목동동로 260 (목동, 양지타운)",연세크리스마스치과의원,37.5257348,126.8746719,2645-5540
,서울특별시 강동구  양재대로  1311 (성내동),둔촌경희한의원,37.5304933,127.128992,02-472-7979
"서울특별시 강서구 등촌동 631번지 등촌두산위브센티움1층 116,117,118호","서울특별시 강서구 양천로 564, 1층 116-118호 (등촌동, 등촌두산위브센티움)",미래아이소아청소년과안과의원,37.5571535,126.8613865,02-3663-7799
,"서울특별시 강동구 암사길 37, 2층 (암사동)",경희아침한의원,37.5519313,127.1335809,02-441-1275
,"서울특별시 서대문구 증가로 134, 1층 (남가좌동)",윤경희한의원,37.5776423,126.9228325,02-304-8875
서울특별시 구로구 고척동 191-1 연세사랑모아여성병원,"서울특별시 구로구 중앙로 100, 연세사랑모아여성병원 1동 201호 (고척동)",닥터존의원,37.5063195,126.8606021,02-2614-0911
,"서울특별시 강동구 구천면로 236 (천호동, 2층)",보광한의원,37.5461308,127.135633,02-479-1275
서울특별시 중구 신당동 369-101 5층,"서울특별시 중구 다산로 128-1, 5층 (신당동)",리멤버피부과의원,37.5551618,127.0111912,02-2234-7575
,"서울특별시 서대문구 수색로 56, 성공타워1 406호 (북가좌동)",서울퍼스트치과의원,37.5708579,126.9126009,02-3152-2828
서울특별시 관악구 신림동 1635번지 82호,"서울특별시 관악구 문성로 219, 2층 (신림동)",한사랑의원,37.4795277,126.9282891,02-856-1717
서울특별시 강남구 역삼동 822번지 4호 강남제일빌딩 10층일부,"서울특별시 강남구 테헤란로 109 (역삼동, 강남제일빌딩10층일부)",자연과한의원,37.498794,127.0289942,501-2120
,서울특별시 동대문구 약령중앙로2길 5 (제기동),제인한의원,37.5788966,127.0373001,02-966-9006
서울특별시 노원구 공릉동 441-93 우은빌딩,"서울특별시 노원구 동일로192길 74, 5층 502호 (공릉동, 우은빌딩)",고려숲정신건강의학과의원,37.6271108,127.0769902,02-977-7575
서울특별시 중랑구 면목동 634-2 삼성종합프라자,"서울특별시 중랑구 면목로 319, 삼성종합프라자 2층 우측호 (면목동)",리퓨어피부과의원,37.5804429,127.0881517,02-466-9033
서울특별시 동작구 대방동 335번지 17호,"서울특별시 동작구 상도로 81, 7층 (대방동, 성모빌딩)",성모정형외과의원,37.4999055,126.9295337,02-817-7714
서울특별시 동작구 사당동 1031-28,"서울특별시 동작구 동작대로 25, 3층 (사당동)",다나정형외과의원,37.4787435,126.9812909,02-525-8550
,"서울특별시 서초구 신반포로 177, 526~532호 (잠원동, 반포쇼핑)",정용수한의원,37.5061225,127.0036962,02-3477-3010
,서울특별시 노원구 공릉로32길 4 (공릉동),참사랑한의원,37.6219855,127.0793464,02-973-9373
서울특별시 송파구 오금동,"서울특별시 송파구 양재대로 1164, 401호, 402호 (오금동, 홍일빌딩)",씨디아이씨시카고치과의원,37.5110772,127.1283976,02-406-1918
서울특별시 서초구 서초동 1671번지 1호 2층,"서울특별시 서초구 서초대로52길 7, 2층 (서초동)",새사랑한의원,37.4935086,127.0146712,02-582-7579
서울특별시 관악구 봉천동 852번지 2호 서호빌딩,"서울특별시 관악구 봉천로 488, 4층 (봉천동, 서호빌딩)",관악이비인후과의원,37.481462,126.9538922,02-872-6162
서울특별시 도봉구 쌍문동 503-12 노스브릭,"서울특별시 도봉구 삼양로 580-4, 3층 1호 (쌍문동, 노스브릭)",솔밭한의원,37.6577048,127.0377082,02-994-2266
서울특별시 강남구 개포동 158 일영빌딩 7층,"서울특별시 강남구 선릉로 28, 일영빌딩 7층 (개포동)",연세꿈꾸는치과의원,37.4823209,127.0613457,02-572-2879
서울특별시 금천구 독산동 1155번지 금천롯데캐슬골드파크3차,"서울특별시 금천구 시흥대로 291, L층 B17호 (독산동, 금천롯데캐슬골드파크3차)",선민한의원,37.4604657,126.8974181,02-6959-8275
,"서울특별시 강동구 올림픽로 572, 2층 205호 (성내동, 코오롱 2차아파트)",혜원한의원,37.5325138,127.1217898,02-3431-1322
서울특별시 송파구 신천동 20-6 파크리오,"서울특별시 송파구 올림픽로35길 10, B동 2층 214호 (신천동, 파크리오)",서울아산김영식의원,37.5202793,127.1131592,02-423-3830
서울특별시 동대문구 답십리동 266-1 5층,"서울특별시 동대문구 전농로 38, 5층 (답십리동)",더섬세한치과의원,37.568285,127.0572991,02-2213-2275
서울특별시 성동구 성수동1가 656-1028,"서울특별시 성동구 뚝섬로1길 53-1, 2층 (성수동1가)",이승필가정의학과의원,37.5460191,127.0474748,02-6956-8525
서울특별시 광진구 구의동 214-6,"서울특별시 광진구 구의강변로 86, 201, 202호 (구의동)",원제한의원,37.5381389,127.0939329,"02-2267-1541, 1542"
서울특별시 동작구 대방동 394-7 금성빌딩,"서울특별시 동작구 상도로 65, 금성빌딩 2층 2호 (대방동)",소리숨이비인후과의원,37.50606,126.9344857,02-812-5075
서울특별시 광진구 화양동 48-14 삼영빌딩,"서울특별시 광진구 아차산로 219, 삼영빌딩 3층 (화양동)",은유외과의원,37.5411488,127.0679331,02-464-6879
서울특별시 서초구 잠원동 27-2,"서울특별시 서초구 강남대로 589, 1동 2층 202,203,204호 (잠원동)",신사터미널마취통증의학과의원,37.5143873,127.01915,
서울특별시 강남구 대치동 1024 디마크 빌딩,"서울특별시 강남구 도곡로 408, 디마크 빌딩 404호 (대치동)",에펠산부인과의원,37.4966281,127.055214,02)2039-7597
서울특별시 노원구 월계동 413-1 주원21빌딩,"서울특별시 노원구 석계로 102, 주원21빌딩 (월계동)",동그라미한의원,37.6232317,127.0609242,
서울특별시 강남구 신사동 570-12 낙산프라자 5층,"서울특별시 강남구 논현로167길 9, 낙산프라자 5층 (신사동)",오상신경외과의원,37.5244491,127.0274542,02-514-8887
서울특별시 강남구 신사동 514-2,"서울특별시 강남구 도산대로 119, 10층 (신사동)",모원성형외과의원,37.5173048,127.0214745,02-543-1190
서울특별시 강서구 마곡동 799-1 로뎀타워,"서울특별시 강서구 공항대로 186, 로뎀타워 203,203-1층 204,205,211호 (마곡동)",로뎀소아청소년과의원,37.5590505,126.8279327,02-2667-0130
서울특별시 노원구 상계동 728-5 상계동 국민은행,"서울특별시 노원구 동일로 1380, 상계동 국민은행 6층 (상계동)",서울N비뇨의학과의원,37.6517461,127.0616573,02-932-9111
,"서울특별시 강서구 화곡로 199, 2층 (화곡동)",삼성한의원,37.5435586,126.8428888,02-2607-7588
서울특별시 강남구 역삼동 825-20 강남역 센트럴 푸르지오 시티,"서울특별시 강남구 테헤란로4길 6, 강남역 센트럴 푸르지오 시티 3층 310호 (역삼동)",강남미래영상의학과의원,37.4977256,127.0292972,02-6949-3378
,"서울특별시 용산구 한강대로 95, 지2층 B205호 (한강로2가, 래미안용산 더 센트럴)",라파엘한의원,37.5287967,126.9671806,02-790-8775
,"서울특별시 강서구 강서로 385, 우성에스비타워 2층 201,202호 (마곡동)",경희위드한의원,37.5601106,126.8382926,02-3661-9700
서울특별시 노원구 상계동 728-5 상계동 국민은행,"서울특별시 노원구 동일로 1380, 상계동 국민은행 5층 (상계동)",리멤버피부과의원,37.6517461,127.0616573,02-936-8253
서울특별시 영등포구 대림동 1127 e편한세상 영등포 아델포레,"서울특별시 영등포구 신길로 29, 105동 2층 203, 204, 205, 209호 (대림동, e편한세상 영등포 아델포레)",삼성필정형외과의원,37.4952313,126.9082859,02-836-8288
서울특별시 마포구 동교동 159-1 상진빌딩 5층,"서울특별시 마포구 양화로 165, 상진빌딩 5층 (동교동)",반듯한정형외과의원,37.5571739,126.923614,02-333-7588
서울특별시 성북구 길음동 864-18 장안빌딩 4층,"서울특별시 성북구 도봉로 3, 장안빌딩 4층 (길음동)",이상한나라앨리스치과의원,37.6094465,127.0297975,02-6949-2323
,"서울특별시 마포구 대흥로 183, 신촌그랑자이 상가 209,210호 (대흥동)",이화한의원,37.5553725,126.9444823,02-702-2555
서울특별시 종로구 평창동 411-10,"서울특별시 종로구 평창7길 90, 2층 (평창동)",김창윤정신건강의학과의원,37.6156981,126.9797483,02-794-3418
,"서울특별시 영등포구 여의대방로 383, 경도빌딩 309, 310호 (여의도동)",덕상한의원,37.5193784,126.9314564,02-785-6369
,"서울특별시 은평구 진관3로 20, 6층 (진관동, SW/메디컬)",연세호치과의원,37.6388795,126.9183226,02-357-2882
,"서울특별시 성북구 안암로 105, 지상1층 (안암동5가)",동성제일한의원,37.5851069,127.0314191,02-926-0512
서울특별시 강남구 대치동 1021-4 강남메이저의원7층,"서울특별시 강남구 도곡로 452, 강남메이저의원 7층 (대치동)",웰케어의원,37.4982085,127.0599069,02-2135-8360
서울특별시 강서구 등촌동 628-6,"서울특별시 강서구 화곡로68길 3, 505~506호 (등촌동)",삼성숨소리이비인후과의원,37.559569,126.8547425,02-3663-3200
서울특별시 도봉구 방학동 704-37,"서울특별시 도봉구 도봉로149길 6, 1,2층 (방학동)",정앤최정형외과의원,37.666235,127.0425481,02-900-9942
서울특별시 용산구 한남동 11-323,"서울특별시 용산구 유엔빌리지길 72, 1층 (한남동)",수연제장의원,37.5321448,127.0108247,02-3438-0510
서울특별시 양천구 목동 966 목동에버하임,"서울특별시 양천구 목동중앙북로 68, 2층 201~216호 (목동, 목동에버하임)",제이본정형외과의원,37.5465877,126.870688,02-2652-3175
서울특별시 서초구 서초동 1329-4 우남빌딩,"서울특별시 서초구 강남대로 349, 우남빌딩 8층 (서초동)",강남엔터치과의원,37.4939326,127.0290045,02-588-0275
서울특별시 서초구 서초동 1327-34 솔라티움시티 강남,"서울특별시 서초구 강남대로53길 12, 솔라티움시티 강남 1동 6층 601호 (서초동)",강남경희한의원,37.4943871,127.0276866,0303-0959-8677
서울특별시 성북구 장위동 237-232,"서울특별시 성북구 돌곶이로 191, 2층 (장위동)",튼튼업한의원,37.6172364,127.0481779,02-941-1575
서울특별시 강남구 논현동 241-1 강남파라곤,"서울특별시 강남구 학동로 338, 2층 (논현동, 강남파라곤)",청담지온유의원,37.5165513,127.0401391,02-545-9402
서울특별시 동작구 상도동 170-10,"서울특별시 동작구 상도로 206, 3층 (상도동)",오케이정형외과의원,37.5049723,126.9415138,02-813-1886
,"서울특별시 서대문구 신촌로 99, 5층 (창천동, 엘리트빌딩 )",쉬즈한의원,37.5556187,126.937196,02-393-1095
서울특별시 강남구 논현동 192-4,"서울특별시 강남구 논현로 611, 2층 (논현동)",올리올리의원,37.5082467,127.0331112,02-545-5451
서울특별시 서초구 잠원동 69-19 반포쇼핑타운,"서울특별시 서초구 신반포로 213, 반포쇼핑타운 1층 5,6,16,17,25,26,35,36,37호 (잠원동)",르웰(LEWELL)의원,37.5072287,127.0072503,02-0000-0000
서울특별시 강남구 신사동 621-2 쉬즈.애비뉴빌딩 6층,"서울특별시 강남구 언주로 859, 쉬즈.애비뉴빌딩 6층 (신사동)",엑소메디의원,37.5272072,127.0330744,02-549-8875
서울특별시 강동구 성내동 428-6,"서울특별시 강동구 양재대로 1349, 3층 (성내동)",올림픽오라클치과의원,37.52678510000001,127.135324,02-6952-7522
서울특별시 성북구 동소문동5가 75 메디컬센터빌,"서울특별시 성북구 동소문로 98, 메디컬센터빌 3층 (동소문동5가)",돈암성모내과의원,37.5916389,127.0153864,02-928-7588
서울특별시 양천구 목동 808-1 경원빌딩,"서울특별시 양천구 목동로 234, 경원빌딩 2층 (목동)",아비쥬의원,37.529422,126.8645546,2603-0377
,"서울특별시 양천구 신월로 301, 2층 (신정동)",다솔한의원,37.5215684,126.8544211,02-2698-0090
서울특별시 강동구 고덕동 343-2 강동U1센터,"서울특별시 강동구 고덕비즈밸리로 26, 강동U1센터 A동 2층 210~212호 (고덕동)",케이유이비인후과의원,37.555051,127.15411,02-6417-0210
서울특별시 강남구 역삼동 765-17 지하1층,"서울특별시 강남구 도곡로 331, 지하1층 (역삼동)",대치뷰티라운지의원,37.4964861,127.0522022,02-2135-9116
서울특별시 양천구 목동 615-1,"서울특별시 양천구 목동중앙북로4길 6, 2층 (목동)",서울바른신경외과의원,37.5485489,126.863923,02-2088-7588
서울특별시 광진구 자양동 216-7,"서울특별시 광진구 아차산로 382, 2층 (자양동)",프레즌트정신건강의학과의원,37.53666250000001,127.085267,02-452-9275
서울특별시 양천구 신정동 1183번지 10호,"서울특별시 양천구 중앙로 259, 2층 (신정동)",삼성플란트치과의원,37.5194044,126.8528876,02-2602-2080
,서울특별시 강서구 가로공원로76길 55 (화곡동),홍익한의원,37.5346475,126.8381285,02-2607-9827
,"서울특별시 강남구 선릉로 34, 6층 (개포동)",연세퍼스트이비인후과의원,37.4802905,127.0626272,02-579-2579
서울특별시 마포구 서교동 394-44 서교제일빌딩,"서울특별시 마포구 양화로 64, 서교제일빌딩 4층 401호 (서교동)",연세하루이비인후과의원,37.5503193,126.91579,02-6958-7585
서울특별시 강남구 논현동 199-5 2층,"서울특별시 강남구 강남대로 480, 2층 (논현동)",아크로한의원,37.5052991,127.0245806,02-6925-1175
서울특별시 마포구 노고산동 57-18 신촌르?메이에르타운(I) 201호,"서울특별시 마포구 서강로 137-7, 신촌르?메이에르타운(I) 2층 201호 (노고산동)",청감송명근의원,37.55487249999999,126.9354086,02-715-9933
서울특별시 강남구 논현동 215-12,"서울특별시 강남구 논현로 656, B1~1층 (논현동)",플러스후강남의원,37.5125441,127.0318227,02-548-8276
,"서울특별시 서초구 동작대로 114, 5층 (방배동, (재)원불교 유문빌딩)",서울에스마취통증의학과의원,37.4867473,126.9826666,02-535-4170
서울특별시 동작구 대방동 501번지,"서울특별시 동작구 여의대방로 250, 상가동 4-7호 (대방동, 대림아파트(상가동))",평제한의원,37.5073715,126.9247846,02-815-7720
서울특별시 강남구 삼성동 49번지 12호 2층,"서울특별시 강남구 봉은사로 469, 2층 (삼성동)",에스티성모피부과의원,37.5126001,127.0507861,02-545-3575
서울특별시 양천구 목동 923번지 세신비젼프라자 4층(일부),"서울특별시 양천구 목동서로 213, 세신비젼프라자 4층 일부호 (목동)",경희 행복나무 한의원,37.5280098,126.8705367,02-2662-1075
서울특별시 마포구 신수동 462 신촌숲아이파크,"서울특별시 마포구 광성로 17, 상가동 112호, 113호 (신수동, 신촌숲아이파크)",삼성드림소아청소년과의원,37.5499797,126.934979,02-703-0098
서울특별시 강남구 삼성동 170  대윤빌딩 지하1층,"서울특별시 강남구 영동대로96길 34, 대윤빌딩 지하1층 (삼성동)",더시카고치과의원,37.5112294,127.0652939,558-2820
서울특별시 동대문구 장안1동 395번지 1호,서울특별시 동대문구 답십리로66길 105 (장안동),녹수한의원,37.5682298,127.0659538,02-2248-3050
,"서울특별시 동작구 보라매로5가길 16, 302호 (신대방동, 보라매아카데미타워)",경희미르애한의원,37.4913311,126.924105,02-6956-0696
서울특별시 강남구 청담동 84-19 청담SM빌딩 3~5층,"서울특별시 강남구 선릉로160길 7, 청담SM빌딩 3~5층 (청담동)",유라인의원,37.5263579,127.0409101,02-516-7588
서울특별시 성북구 동소문동1가 113번지 외1필지,서울특별시 성북구 동소문로7길 3 (동소문동1가),김앤김안과의원,37.5899753,127.0090886,742-2385
,"서울특별시 관악구 관악로 208, 2층 (봉천동)",서울대입구백세한의원,37.4833561,126.9547319,-886-6363
서울특별시 강남구 개포동 655-4 개포동 메디시스빌딩 403호,"서울특별시 강남구 개포로 265, 개포동 메디시스빌딩 403호 (개포동)",리솜치과의원,37.48094690000001,127.0529676,02-2058-2828
서울특별시 성동구 성수동1가 14번지 33호 정명빌딩 7층,"서울특별시 성동구 아차산로 42, 정명빌딩 7층 (성수동1가)",스누피부과의원,37.5464424,127.0491136,02-499-6008
서울특별시 강남구 논현동 202-16 성옥빌딩,"서울특별시 강남구 봉은사로 119, 성옥빌딩 1층 (논현동)",우유빛의원,37.5054446,127.0266779,02-542-9993
서울특별시 중랑구 중화2동 304번지 70호 대원메디칼빌딩,"서울특별시 중랑구 중랑역로 90 (중화동, 대원메디칼빌딩)",편안한내과의원,37.576797,127.0723556,02-491-5967
서울특별시 서초구 서초동 1335,"서울특별시 서초구 효령로 403, 306호 (서초동)",웃는오늘치과의원,37.4890871,127.0261778,02-539-2879
서울특별시 노원구 공릉동 408번지 4호 건설빌딩 2층,"서울특별시 노원구 공릉로 187, 2층 (공릉동)",해독한의원,37.626444,127.0788963,02-948-2709
서울특별시 성북구 종암동 3번지 1343호 2층 201호,"서울특별시 성북구 종암로 123, 2층 201호 (종암동)",국민건강내과의원,37.6009919,127.0331641,02-2033-9909
서울특별시 강서구 마곡동 739번지 3호 에스비타운,"서울특별시 강서구 마곡중앙5로 81, 에스비타운 4층 404,405,407호 (마곡동)",마음속내과의원,37.5670441,126.8185967,02-2662-1222
서울특별시 강남구 개포동 189 개포자이 프레지던스,"서울특별시 강남구 삼성로 14, S동 216호, 312호 (개포동, 개포자이 프레지던스)",연세도우리소아청소년과의원,37.48553709999999,127.0714351,02-459-2024
서울특별시 강서구 방화동 563번지 25호,"서울특별시 강서구 금낭화로 75, 2층 (방화동)",연세바른마취통증의학과의원,37.5721922,126.8112486,02-2663-1275
